dataset,source_model,seed,layer,checkpoint,checkpoint_sha256,probe_split,N,T,D,coordinate_system,offline_only,family,condition,alpha,scale_mode,mean_abs_g,rms_g,l2_norm_all_T_N_D,mean_per_sample_timestep_l2,exact_zero_fraction,near_zero_fraction,temporal_gate_cosine,adjacent_timestep_cosine,norm_cv_over_time,gate_temporal_variance,r50,r80,r90,r95,r99,stable_rank,spectral_entropy,entropy_effective_rank,normalized_entropy_effective_rank,source_file
N-MNIST,SNN-DFA,20260901,H3,completed_epoch_100,554990a77b2d2e8f6498d66d6182e5b9f7b8a61fd2c63c09d3ded066f44b5563,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,temporal_homogenization,alpha_0,0.0,global_frobenius_norm_matched,0.007992614992574,0.0506946907210867,177.70640418360176,1.2622161225251112,0.0,0.0,0.0856544226408004,0.1364355746944233,0.4768006940193525,0.0023495129215,95,273,404,516,685,41.68307580580713,5.969187366391296,391.1876493187913,0.4889845616484891,results/frozen_sources/mechanisms/temporal_homogenization_per_seed.csv#row=42
N-MNIST,SNN-DFA,20260901,H3,completed_epoch_100,554990a77b2d2e8f6498d66d6182e5b9f7b8a61fd2c63c09d3ded066f44b5563,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,temporal_homogenization,alpha_0.25,0.25,global_frobenius_norm_matched,0.0103262398678957,0.0507342333534584,177.84501789069995,1.2735365657504951,0.0,0.0,0.1765448898077011,0.2208449161406663,0.4555374123535442,0.0022060075576251,88,266,398,511,683,30.84191947267709,5.902593191549363,365.9853083770431,0.4574816354713039,results/frozen_sources/mechanisms/temporal_homogenization_per_seed.csv#row=43
N-MNIST,SNN-DFA,20260901,H3,completed_epoch_100,554990a77b2d2e8f6498d66d6182e5b9f7b8a61fd2c63c09d3ded066f44b5563,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,temporal_homogenization,alpha_0.5,0.5,global_frobenius_norm_matched,0.0142681552158477,0.0507382424812099,177.85907158481723,1.30122441716297,0.0,0.0,0.3472980260848999,0.3822552928445375,0.3969034000005746,0.0018718701130911,71,245,379,495,675,19.01245012735845,5.702161171794737,299.5140032220027,0.3743925040275034,results/frozen_sources/mechanisms/temporal_homogenization_per_seed.csv#row=44
N-MNIST,SNN-DFA,20260901,H3,completed_epoch_100,554990a77b2d2e8f6498d66d6182e5b9f7b8a61fd2c63c09d3ded066f44b5563,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,temporal_homogenization,alpha_0.75,0.75,global_frobenius_norm_matched,0.0211597319936211,0.0507366586182484,177.85351947300478,1.3617701177654982,0.0,0.0,0.6652490496635437,0.6830711657341074,0.2454401377818302,0.0010292014615613,19,159,294,421,636,9.41578101932824,4.947126433673244,140.76987060897295,0.1759623382612161,results/frozen_sources/mechanisms/temporal_homogenization_per_seed.csv#row=45
N-MNIST,SNN-DFA,20260901,H3,completed_epoch_100,554990a77b2d2e8f6498d66d6182e5b9f7b8a61fd2c63c09d3ded066f44b5563,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,temporal_homogenization,alpha_1,1.0,global_frobenius_norm_matched,0.0273141158869677,0.0507390369636808,177.8618565830368,1.4048877509876978,0.0,0.0,1.0,0.999999999998513,0.0,0.0,5,19,39,64,140,5.676794814517526,3.371652558651269,29.126620757136926,0.0364082759464211,results/frozen_sources/mechanisms/temporal_homogenization_per_seed.csv#row=46
N-MNIST,SNN-DFA,20260908,H1,completed_epoch_100,9aad88592135096912c2e9971ced9f74b63d546bdd69208e989abf481efd833e,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,temporal_homogenization,alpha_0,0.0,global_frobenius_norm_matched,0.0127484654715901,0.0654185280154216,229.3197022261208,1.788884841525267,0.0,0.0,0.0580960139632225,0.1067043914341143,0.2070840842017045,0.0038840226140507,128,331,459,557,683,54.376903728769086,6.149796433048668,468.62198112400233,0.5857774764050029,results/frozen_sources/mechanisms/temporal_homogenization_per_seed.csv#row=47
N-MNIST,SNN-DFA,20260908,H1,completed_epoch_100,9aad88592135096912c2e9971ced9f74b63d546bdd69208e989abf481efd833e,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,temporal_homogenization,alpha_0.25,0.25,global_frobenius_norm_matched,0.01643286057202,0.0654775426378408,229.52657352162427,1.7907418922494964,0.0,0.0,0.1225612759590148,0.1674805025225895,0.2016471407873626,0.003630068274403,116,319,449,550,681,36.061800811340646,6.048960070351197,423.6722115801996,0.5295902644752495,results/frozen_sources/mechanisms/temporal_homogenization_per_seed.csv#row=48
N-MNIST,SNN-DFA,20260908,H1,completed_epoch_100,9aad88592135096912c2e9971ced9f74b63d546bdd69208e989abf481efd833e,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,temporal_homogenization,alpha_0.5,0.5,global_frobenius_norm_matched,0.0225749552266968,0.0654612698729006,229.46953057487667,1.7924073538787522,0.0,0.0,0.2659997344017029,0.3032972528310019,0.1831935951905578,0.0030448067220245,84,286,422,529,673,20.802023451546383,5.760657217900638,317.55696447235374,0.3969462055904422,results/frozen_sources/mechanisms/temporal_homogenization_per_seed.csv#row=49
N-MNIST,SNN-DFA,20260908,H1,completed_epoch_100,9aad88592135096912c2e9971ced9f74b63d546bdd69208e989abf481efd833e,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,temporal_homogenization,alpha_0.75,0.75,global_frobenius_norm_matched,0.0330222235047857,0.0654432880738427,229.4064967382913,1.7969254690394076,0.0,0.0,0.6039345860481262,0.6239515904933989,0.1213889003922446,0.0016287655253148,14,161,309,440,634,10.685608724343906,4.854789144337338,128.35362427271028,0.1604420303408878,results/frozen_sources/mechanisms/temporal_homogenization_per_seed.csv#row=50
N-MNIST,SNN-DFA,20260908,H1,completed_epoch_100,9aad88592135096912c2e9971ced9f74b63d546bdd69208e989abf481efd833e,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,temporal_homogenization,alpha_1,1.0,global_frobenius_norm_matched,0.0419455572408653,0.0654387350285406,229.3905363823345,1.793819908507891,0.0,0.0,1.0,0.9999999999988176,0.0,0.0,5,22,46,75,146,7.143525893358678,3.4483162061585744,31.44739677147652,0.0393092459643456,results/frozen_sources/mechanisms/temporal_homogenization_per_seed.csv#row=51
N-MNIST,SNN-DFA,20260908,H2,completed_epoch_100,9aad88592135096912c2e9971ced9f74b63d546bdd69208e989abf481efd833e,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,temporal_homogenization,alpha_0,0.0,global_frobenius_norm_matched,0.0180714903137724,0.0784339304263179,274.9442109970391,2.0978275386700624,0.0,0.0,0.0834382772445678,0.1277970875771341,0.3060682971227998,0.0054703020651909,111,307,436,538,671,34.584512110157725,6.0325253402923344,416.76617799115337,0.5209577224889417,results/frozen_sources/mechanisms/temporal_homogenization_per_seed.csv#row=52
N-MNIST,SNN-DFA,20260908,H2,completed_epoch_100,9aad88592135096912c2e9971ced9f74b63d546bdd69208e989abf481efd833e,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,temporal_homogenization,alpha_0.25,0.25,global_frobenius_norm_matched,0.0231471256839215,0.0785267382175604,275.2695416900029,2.105544019595382,0.0,0.0,0.1681481897830963,0.2070874578781628,0.2953728635222782,0.0050482404936897,98,294,426,530,668,24.494679995480517,5.906064625291156,367.2580098969492,0.4590725123711864,results/frozen_sources/mechanisms/temporal_homogenization_per_seed.csv#row=53
N-MNIST,SNN-DFA,20260908,H2,completed_epoch_100,9aad88592135096912c2e9971ced9f74b63d546bdd69208e989abf481efd833e,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,temporal_homogenization,alpha_0.5,0.5,global_frobenius_norm_matched,0.0313321225199151,0.078484381571022,275.121063669091,2.120963943802335,0.0,0.0,0.3411493301391601,0.3719493763347867,0.2610037452653347,0.0041109577237745,66,259,396,507,659,15.073292879133517,5.5687431043834525,262.10445417942464,0.3276305677242808,results/frozen_sources/mechanisms/temporal_homogenization_per_seed.csv#row=54
N-MNIST,SNN-DFA,20260908,H2,completed_epoch_100,9aad88592135096912c2e9971ced9f74b63d546bdd69208e989abf481efd833e,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,temporal_homogenization,alpha_0.75,0.75,global_frobenius_norm_matched,0.0443172900340424,0.078454430796474,275.0160734941604,2.157168301661214,0.0,0.0,0.6793143153190613,0.6945766757439776,0.1627677731418725,0.0020561262543855,8,134,278,410,616,8.225937967795682,4.586298884270459,98.13056464675282,0.122663205808441,results/frozen_sources/mechanisms/temporal_homogenization_per_seed.csv#row=55
N-MNIST,SNN-DFA,20260908,H2,completed_epoch_100,9aad88592135096912c2e9971ced9f74b63d546bdd69208e989abf481efd833e,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,temporal_homogenization,alpha_1,1.0,global_frobenius_norm_matched,0.0542928310694936,0.0784344290674081,274.945958945717,2.178540598650866,0.0,0.0,1.0,0.9999999999990474,0.0,0.0,4,14,34,58,125,5.7040587893442,3.172877295631953,23.876084170821184,0.0298451052135264,results/frozen_sources/mechanisms/temporal_homogenization_per_seed.csv#row=56
N-MNIST,SNN-DFA,20260908,H3,completed_epoch_100,9aad88592135096912c2e9971ced9f74b63d546bdd69208e989abf481efd833e,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,temporal_homogenization,alpha_0,0.0,global_frobenius_norm_matched,0.0080752498187902,0.0510966494466838,179.11544009525807,1.2686475287219816,0.0,0.0,0.0864801332354545,0.1353426659684559,0.4808315073887553,0.002385791022067,95,276,408,522,694,44.877746430415456,5.975161818880248,393.5317768104556,0.4919147210130695,results/frozen_sources/mechanisms/temporal_homogenization_per_seed.csv#row=57
N-MNIST,SNN-DFA,20260908,H3,completed_epoch_100,9aad88592135096912c2e9971ced9f74b63d546bdd69208e989abf481efd833e,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,temporal_homogenization,alpha_0.25,0.25,global_frobenius_norm_matched,0.0104317108985968,0.0511382328156136,179.26120745000946,1.28026333098571,0.0,0.0,0.1781613230705261,0.220786546882468,0.4592543943086758,0.0022395155325608,88,268,401,517,691,32.972975391921146,5.904914541663807,366.835875264348,0.4585448440804349,results/frozen_sources/mechanisms/temporal_homogenization_per_seed.csv#row=58
N-MNIST,SNN-DFA,20260908,H3,completed_epoch_100,9aad88592135096912c2e9971ced9f74b63d546bdd69208e989abf481efd833e,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,temporal_homogenization,alpha_0.5,0.5,global_frobenius_norm_matched,0.0144083917261026,0.0511410631788257,179.2711290741881,1.3085265861374833,0.0,0.0,0.3493790924549103,0.3831467841390069,0.3999463067604121,0.0018988536331451,70,247,381,500,683,20.23120853793508,5.693902651897485,297.05064670699187,0.3713133083837398,results/frozen_sources/mechanisms/temporal_homogenization_per_seed.csv#row=59
N-MNIST,SNN-DFA,20260908,H3,completed_epoch_100,9aad88592135096912c2e9971ced9f74b63d546bdd69208e989abf481efd833e,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,temporal_homogenization,alpha_0.75,0.75,global_frobenius_norm_matched,0.0213488181024929,0.0511402785436067,179.26837859477862,1.370140291145409,0.0,0.0,0.667016327381134,0.6841747850651783,0.2473542197810412,0.0010421930147669,17,157,292,421,642,10.048872185372502,4.909668808466636,135.5944992209981,0.1694931240262476,results/frozen_sources/mechanisms/temporal_homogenization_per_seed.csv#row=60
N-MNIST,SNN-DFA,20260908,H3,completed_epoch_100,9aad88592135096912c2e9971ced9f74b63d546bdd69208e989abf481efd833e,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,temporal_homogenization,alpha_1,1.0,global_frobenius_norm_matched,0.027527137844367,0.0511411191564735,179.27132529960903,1.413823722465417,0.0,0.0,1.0,0.9999999999985184,0.0,0.0,4,18,37,62,127,6.112733973568385,3.3109095969128743,27.410046229695094,0.0342625577871188,results/frozen_sources/mechanisms/temporal_homogenization_per_seed.csv#row=61
N-MNIST,SNN-DFA,20260909,H1,completed_epoch_100,0800c9e1ee7b4cf64c5099e83f65ae2c8adb1bf072ccdaa45be9f1911ae9bad7,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,temporal_homogenization,alpha_0,0.0,global_frobenius_norm_matched,0.0125399515634074,0.0648233262756018,227.23326754345996,1.7708581180841363,0.0,0.0,0.0577606633305549,0.10571942270405,0.2088612055919909,0.0038148680434816,126,325,451,550,683,52.49342029089328,6.1395231779636426,463.83235263569344,0.5797904407946168,results/frozen_sources/mechanisms/temporal_homogenization_per_seed.csv#row=62
N-MNIST,SNN-DFA,20260909,H1,completed_epoch_100,0800c9e1ee7b4cf64c5099e83f65ae2c8adb1bf072ccdaa45be9f1911ae9bad7,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,temporal_homogenization,alpha_0.25,0.25,global_frobenius_norm_matched,0.0161655108124977,0.0648808026748071,227.4347467138203,1.7726732557547966,0.0,0.0,0.1220868676900863,0.1664416033483899,0.2034240508017885,0.0035660644972888,115,314,442,543,680,35.083372303224415,6.042815011981123,421.0767040504647,0.5263458800630808,results/frozen_sources/mechanisms/temporal_homogenization_per_seed.csv#row=63
N-MNIST,SNN-DFA,20260909,H1,completed_epoch_100,0800c9e1ee7b4cf64c5099e83f65ae2c8adb1bf072ccdaa45be9f1911ae9bad7,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,temporal_homogenization,alpha_0.5,0.5,global_frobenius_norm_matched,0.0222126898716497,0.0648642692012044,227.3767898725742,1.7743540707338366,0.0,0.0,0.2653565406799316,0.30229823799357,0.1848954082758191,0.0029924721491333,84,283,416,523,672,20.324137607019303,5.763785020153112,318.5517748351348,0.3981897185439185,results/frozen_sources/mechanisms/temporal_homogenization_per_seed.csv#row=64
N-MNIST,SNN-DFA,20260909,H1,completed_epoch_100,0800c9e1ee7b4cf64c5099e83f65ae2c8adb1bf072ccdaa45be9f1911ae9bad7,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,temporal_homogenization,alpha_0.75,0.75,global_frobenius_norm_matched,0.0325112591520432,0.0648477515322433,227.3188884333049,1.7790470983462046,0.0,0.0,0.6033108234405518,0.6233312934492763,0.122603555971351,0.0016026378653263,15,164,308,436,632,10.408681606055342,4.872352835119976,130.62790152709246,0.1632848769088656,results/frozen_sources/mechanisms/temporal_homogenization_per_seed.csv#row=65
N-MNIST,SNN-DFA,20260909,H1,completed_epoch_100,0800c9e1ee7b4cf64c5099e83f65ae2c8adb1bf072ccdaa45be9f1911ae9bad7,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,temporal_homogenization,alpha_1,1.0,global_frobenius_norm_matched,0.0413225706133761,0.0648420400938801,227.29886741809403,1.7761042867038344,0.0,0.0,1.0,0.9999999999988036,0.0,0.0,5,22,47,75,147,6.912711458422286,3.4579539131152943,31.75194277134317,0.0396899284641789,results/frozen_sources/mechanisms/temporal_homogenization_per_seed.csv#row=66
N-MNIST,SNN-DFA,20260909,H2,completed_epoch_100,0800c9e1ee7b4cf64c5099e83f65ae2c8adb1bf072ccdaa45be9f1911ae9bad7,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,temporal_homogenization,alpha_0,0.0,global_frobenius_norm_matched,0.0187023040796299,0.0798131234254295,279.7788677443478,2.1278719393064502,0.0,0.0,0.0862229540944099,0.1306824314420197,0.3143915440178949,0.0056491428788165,104,300,432,536,674,33.98108993861835,5.992686556518867,400.4891025474471,0.5006113781843089,results/frozen_sources/mechanisms/temporal_homogenization_per_seed.csv#row=67
N-MNIST,SNN-DFA,20260909,H2,completed_epoch_100,0800c9e1ee7b4cf64c5099e83f65ae2c8adb1bf072ccdaa45be9f1911ae9bad7,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,temporal_homogenization,alpha_0.25,0.25,global_frobenius_norm_matched,0.0239341307632887,0.0799058941063047,280.10406834972184,2.136126881033096,0.0,0.0,0.1734426617622375,0.2121171608788666,0.3030201211690119,0.0052041544486503,91,287,421,527,670,24.746127454126817,5.860193600375369,350.79205091903503,0.4384900636487938,results/frozen_sources/mechanisms/temporal_homogenization_per_seed.csv#row=68
N-MNIST,SNN-DFA,20260909,H2,completed_epoch_100,0800c9e1ee7b4cf64c5099e83f65ae2c8adb1bf072ccdaa45be9f1911ae9bad7,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,temporal_homogenization,alpha_0.5,0.5,global_frobenius_norm_matched,0.0323377212563417,0.0798615944832718,279.9487793716758,2.153034458537816,0.0,0.0,0.3490790128707886,0.3795894104010081,0.2667941542119745,0.0042223202123532,60,250,390,503,661,15.066484588176891,5.510077487168515,247.17027885065468,0.3089628485633183,results/frozen_sources/mechanisms/temporal_homogenization_per_seed.csv#row=69
N-MNIST,SNN-DFA,20260909,H2,completed_epoch_100,0800c9e1ee7b4cf64c5099e83f65ae2c8adb1bf072ccdaa45be9f1911ae9bad7,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,temporal_homogenization,alpha_0.75,0.75,global_frobenius_norm_matched,0.0455577579919592,0.079832945322248,279.84835190450434,2.191701432771749,0.0,0.0,0.685680091381073,0.7006585135468391,0.1653219713014808,0.0020950627492328,8,126,269,403,615,8.196801139690134,4.5071814390998455,90.66591064327623,0.1133323883040953,results/frozen_sources/mechanisms/temporal_homogenization_per_seed.csv#row=70
N-MNIST,SNN-DFA,20260909,H2,completed_epoch_100,0800c9e1ee7b4cf64c5099e83f65ae2c8adb1bf072ccdaa45be9f1911ae9bad7,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,temporal_homogenization,alpha_1,1.0,global_frobenius_norm_matched,0.0555936929358561,0.079817031274384,279.7925664133335,2.214035735903207,0.0,0.0,1.0,0.9999999999990594,0.0,0.0,4,12,30,54,123,5.704862799769183,3.094232405133817,22.070290991892687,0.0275878637398658,results/frozen_sources/mechanisms/temporal_homogenization_per_seed.csv#row=71
N-MNIST,SNN-DFA,20260909,H3,completed_epoch_100,0800c9e1ee7b4cf64c5099e83f65ae2c8adb1bf072ccdaa45be9f1911ae9bad7,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,temporal_homogenization,alpha_0,0.0,global_frobenius_norm_matched,0.0076949526751224,0.0496889647003527,174.18090768295752,1.2293457530347984,0.0,0.0,0.085133671760559,0.1321142973336983,0.4941190481245318,0.0022607538422988,90,269,402,517,686,36.91713315621613,5.942550290120197,380.9051104307971,0.4761313880384963,results/frozen_sources/mechanisms/temporal_homogenization_per_seed.csv#row=72
N-MNIST,SNN-DFA,20260909,H3,completed_epoch_100,0800c9e1ee7b4cf64c5099e83f65ae2c8adb1bf072ccdaa45be9f1911ae9bad7,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,temporal_homogenization,alpha_0.25,0.25,global_frobenius_norm_matched,0.0099466447075444,0.0497266044185802,174.31285086844147,1.240618916758124,0.0,0.0,0.1771836727857589,0.217879857617856,0.4723163448452856,0.0021247953571171,84,262,396,512,684,27.82282508398101,5.875690025583072,356.27041157230025,0.4453380144653753,results/frozen_sources/mechanisms/temporal_homogenization_per_seed.csv#row=73
N-MNIST,SNN-DFA,20260909,H3,completed_epoch_100,0800c9e1ee7b4cf64c5099e83f65ae2c8adb1bf072ccdaa45be9f1911ae9bad7,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,temporal_homogenization,alpha_0.5,0.5,global_frobenius_norm_matched,0.0137601136168006,0.0497308594196104,174.3277664527434,1.2686138633899209,0.0,0.0,0.3482837975025177,0.3804931160085238,0.4118436988107831,0.0018072799041874,67,241,376,495,676,17.159948049734535,5.672029116070662,290.62364561190844,0.3632795570148855,results/frozen_sources/mechanisms/temporal_homogenization_per_seed.csv#row=74
N-MNIST,SNN-DFA,20260909,H3,completed_epoch_100,0800c9e1ee7b4cf64c5099e83f65ae2c8adb1bf072ccdaa45be9f1911ae9bad7,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,temporal_homogenization,alpha_0.75,0.75,global_frobenius_norm_matched,0.0204680097141162,0.0497297091228741,174.3237341745418,1.330228911719604,0.0,0.0,0.6647129058837891,0.6811844270384498,0.255581139708686,0.0009997067336578,18,155,289,418,636,8.46391107827692,4.900251245259942,134.32352359436112,0.1679044044929514,results/frozen_sources/mechanisms/temporal_homogenization_per_seed.csv#row=75
N-MNIST,SNN-DFA,20260909,H3,completed_epoch_100,0800c9e1ee7b4cf64c5099e83f65ae2c8adb1bf072ccdaa45be9f1911ae9bad7,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,temporal_homogenization,alpha_1,1.0,global_frobenius_norm_matched,0.0265198659940485,0.0497332445651449,174.3361274000385,1.3745479877755822,0.0,0.0,1.0,0.9999999999984768,0.0,0.0,4,18,38,63,131,5.091879473751495,3.286282862666764,26.74327026110959,0.0334290878263869,results/frozen_sources/mechanisms/temporal_homogenization_per_seed.csv#row=76
