control_scope,dataset,source_model,seed,layer,probe_split,N,T,D,coordinate_system,offline_only,family,condition,alpha,scale_mode,mask_seed,target_zero_fraction,achieved_zero_fraction,mask_replicate,marginal_preservation_check,r50,r80,r90,r95,r99,stable_rank,spectral_entropy,entropy_effective_rank,normalized_entropy_effective_rank,mean_abs_g,rms_g,exact_zero_fraction,near_zero_fraction,temporal_gate_cosine,adjacent_timestep_cosine,checkpoint_sha256,method,epoch100_test_accuracy,selected_test_accuracy,source_file
offline_post_hoc,N-MNIST,SNN-DFA,20260830,H3,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,random_sparsity,0,nan,global_frobenius_norm_matched,204635183028.0,0.0,0.0,8.0,nan,101,281,411,523,688,46.65953694403787,6.013041829297904,408.7247020544724,0.5109058775680905,0.0079003907885253,0.0504234298643598,0.0,0.0,0.0880589932203292,0.1358324827874336,b8f2c8c95c5944358405d35f2d38dcb293461fa1e8641e9e6cb29ab98e39a534,,,,results/frozen_sources/mechanisms/random_mask_control_per_seed.csv#row=142
offline_post_hoc,N-MNIST,SNN-DFA,20260830,H3,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,random_sparsity,0.25,nan,global_frobenius_norm_matched,204635183028.0,0.25,0.25,8.0,nan,104,281,411,522,688,56.84319404361319,6.036151875540655,418.2803391458561,0.5228504239323201,0.0068494291676248,0.0504207892887765,0.25,0.25,0.0705982521176338,0.1088692777082737,b8f2c8c95c5944358405d35f2d38dcb293461fa1e8641e9e6cb29ab98e39a534,,,,results/frozen_sources/mechanisms/random_mask_control_per_seed.csv#row=143
offline_post_hoc,N-MNIST,SNN-DFA,20260830,H3,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,random_sparsity,0.50,nan,global_frobenius_norm_matched,204635183028.0,0.5,0.5,8.0,nan,102,277,406,518,685,59.6262294203743,6.033051597381454,416.98556186792354,0.5212319523349044,0.0055888159852128,0.0504160973797087,0.5,0.5,0.0525919273495674,0.08115531263082,b8f2c8c95c5944358405d35f2d38dcb293461fa1e8641e9e6cb29ab98e39a534,,,,results/frozen_sources/mechanisms/random_mask_control_per_seed.csv#row=144
offline_post_hoc,N-MNIST,SNN-DFA,20260830,H3,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,random_sparsity,0.75,nan,global_frobenius_norm_matched,204635183028.0,0.75,0.75,8.0,nan,97,267,397,509,679,68.39115420694635,6.004875773972248,405.4006242979736,0.506750780372467,0.0039518712931993,0.0504115002995197,0.75,0.75,0.0346864312887191,0.0522847152534663,b8f2c8c95c5944358405d35f2d38dcb293461fa1e8641e9e6cb29ab98e39a534,,,,results/frozen_sources/mechanisms/random_mask_control_per_seed.csv#row=145
offline_post_hoc,N-MNIST,SNN-DFA,20260830,H3,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,random_sparsity,ann_matched,nan,global_frobenius_norm_matched,204635183028.0,0.8996985677083333,0.8996985677083333,8.0,nan,77,230,347,459,644,45.01667050361016,5.8109260144511214,333.9282048899366,0.4174102561124207,0.0025049183082261,0.0504078719341533,0.8996985677083333,0.8996985677083333,0.0211784746497869,0.0307300742696607,b8f2c8c95c5944358405d35f2d38dcb293461fa1e8641e9e6cb29ab98e39a534,,,,results/frozen_sources/mechanisms/random_mask_control_per_seed.csv#row=146
offline_post_hoc,N-MNIST,SNN-DFA,20260830,H3,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,random_sparsity,0,nan,global_frobenius_norm_matched,204635183029.0,0.0,0.0,9.0,nan,101,281,411,523,688,46.65953694403787,6.013041829297904,408.7247020544724,0.5109058775680905,0.0079003907885253,0.0504234298643598,0.0,0.0,0.0880589932203292,0.1358324827874336,b8f2c8c95c5944358405d35f2d38dcb293461fa1e8641e9e6cb29ab98e39a534,,,,results/frozen_sources/mechanisms/random_mask_control_per_seed.csv#row=147
offline_post_hoc,N-MNIST,SNN-DFA,20260830,H3,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,random_sparsity,0.25,nan,global_frobenius_norm_matched,204635183029.0,0.25,0.25,9.0,nan,103,282,412,523,688,57.71126136223003,6.035079918887568,417.832200988705,0.5222902512358812,0.0068399346028988,0.0504207929680655,0.25,0.25,0.0702746585011482,0.1087826265789058,b8f2c8c95c5944358405d35f2d38dcb293461fa1e8641e9e6cb29ab98e39a534,,,,results/frozen_sources/mechanisms/random_mask_control_per_seed.csv#row=148
offline_post_hoc,N-MNIST,SNN-DFA,20260830,H3,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,random_sparsity,0.50,nan,global_frobenius_norm_matched,204635183029.0,0.5,0.5,9.0,nan,101,278,408,519,685,66.99784152461214,6.030611892133214,415.9694799783436,0.5199618499729295,0.0055807686531031,0.0504160196713534,0.5,0.5,0.0522072724997997,0.0805909270354762,b8f2c8c95c5944358405d35f2d38dcb293461fa1e8641e9e6cb29ab98e39a534,,,,results/frozen_sources/mechanisms/random_mask_control_per_seed.csv#row=149
offline_post_hoc,N-MNIST,SNN-DFA,20260830,H3,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,random_sparsity,0.75,nan,global_frobenius_norm_matched,204635183029.0,0.75,0.75,9.0,nan,89,262,391,503,675,47.45765163388341,5.949409743056034,383.5268928252669,0.4794086160315836,0.0039560922819825,0.0504114008073347,0.75,0.75,0.0340939834713935,0.0509502244035822,b8f2c8c95c5944358405d35f2d38dcb293461fa1e8641e9e6cb29ab98e39a534,,,,results/frozen_sources/mechanisms/random_mask_control_per_seed.csv#row=150
offline_post_hoc,N-MNIST,SNN-DFA,20260830,H3,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,random_sparsity,ann_matched,nan,global_frobenius_norm_matched,204635183029.0,0.8996985677083333,0.8996985677083333,9.0,nan,62,211,333,445,634,21.98060765651955,5.659503688315874,287.00616268980855,0.3587577033622607,0.0025026847882041,0.0504077971331826,0.8996985677083333,0.8996985677083333,0.0210112817585468,0.0297869740808364,b8f2c8c95c5944358405d35f2d38dcb293461fa1e8641e9e6cb29ab98e39a534,,,,results/frozen_sources/mechanisms/random_mask_control_per_seed.csv#row=151
offline_post_hoc,N-MNIST,SNN-DFA,20260831,H1,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,random_sparsity,0,nan,global_frobenius_norm_matched,204635183100.0,0.0,0.0,0.0,nan,130,331,457,554,682,49.9820209564572,6.159079688863601,472.9925741340908,0.5912407176676135,0.0124539867610056,0.0645126198267627,0.0,0.0,0.0575211085379123,0.1057598228333332,b486ef7efe077a5e11dbfa4148cfa5a8ec90514c3508227a9bf491bde631d58a,,,,results/frozen_sources/mechanisms/random_mask_control_per_seed.csv#row=152
offline_post_hoc,N-MNIST,SNN-DFA,20260831,H1,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,random_sparsity,0.25,nan,global_frobenius_norm_matched,204635183100.0,0.25,0.25,0.0,nan,133,332,458,554,681,64.08793218910229,6.183949882906537,484.9034907083718,0.6061293633854647,0.0107867954225045,0.0645063932353782,0.25,0.25,0.0438315272331237,0.0811713858203517,b486ef7efe077a5e11dbfa4148cfa5a8ec90514c3508227a9bf491bde631d58a,,,,results/frozen_sources/mechanisms/random_mask_control_per_seed.csv#row=153
offline_post_hoc,N-MNIST,SNN-DFA,20260831,H1,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,random_sparsity,0.50,nan,global_frobenius_norm_matched,204635183100.0,0.5,0.5,0.0,nan,133,330,454,550,677,84.33172215323701,6.190970399717827,488.3197417089613,0.6103996771362017,0.0088116454286648,0.0644999875805065,0.5,0.5,0.0303027052432298,0.0559360927408779,b486ef7efe077a5e11dbfa4148cfa5a8ec90514c3508227a9bf491bde631d58a,,,,results/frozen_sources/mechanisms/random_mask_control_per_seed.csv#row=154
offline_post_hoc,N-MNIST,SNN-DFA,20260831,H1,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,random_sparsity,0.75,nan,global_frobenius_norm_matched,204635183100.0,0.75,0.75,0.0,nan,125,319,444,540,670,89.33970483148337,6.15634556246083,471.70111895420575,0.5896263986927572,0.0062359089513594,0.0644923642146926,0.75,0.75,0.0168969202786684,0.030938799020737,b486ef7efe077a5e11dbfa4148cfa5a8ec90514c3508227a9bf491bde631d58a,,,,results/frozen_sources/mechanisms/random_mask_control_per_seed.csv#row=155
offline_post_hoc,N-MNIST,SNN-DFA,20260831,H1,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,random_sparsity,ann_matched,nan,global_frobenius_norm_matched,204635183100.0,0.87854638671875,0.87854638671875,0.0,nan,116,298,419,516,655,68.83770510591974,6.093417854298027,442.9327064356362,0.5536658830445452,0.0043485364397476,0.0644878191578879,0.87854638671875,0.87854638671875,0.0103017576038837,0.0179491322098848,b486ef7efe077a5e11dbfa4148cfa5a8ec90514c3508227a9bf491bde631d58a,,,,results/frozen_sources/mechanisms/random_mask_control_per_seed.csv#row=156
offline_post_hoc,N-MNIST,SNN-DFA,20260831,H1,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,random_sparsity,0,nan,global_frobenius_norm_matched,204635183101.0,0.0,0.0,1.0,nan,130,331,457,554,682,49.9820209564572,6.159079688863601,472.9925741340908,0.5912407176676135,0.0124539867610056,0.0645126198267627,0.0,0.0,0.0575211085379123,0.1057598228333332,b486ef7efe077a5e11dbfa4148cfa5a8ec90514c3508227a9bf491bde631d58a,,,,results/frozen_sources/mechanisms/random_mask_control_per_seed.csv#row=157
offline_post_hoc,N-MNIST,SNN-DFA,20260831,H1,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,random_sparsity,0.25,nan,global_frobenius_norm_matched,204635183101.0,0.25,0.25,1.0,nan,133,333,458,554,682,64.27122052709407,6.184190982531916,485.0204148529435,0.6062755185661793,0.0107805832444722,0.0645063067284361,0.25,0.25,0.0438089333474636,0.0808382405313167,b486ef7efe077a5e11dbfa4148cfa5a8ec90514c3508227a9bf491bde631d58a,,,,results/frozen_sources/mechanisms/random_mask_control_per_seed.csv#row=158
offline_post_hoc,N-MNIST,SNN-DFA,20260831,H1,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,random_sparsity,0.50,nan,global_frobenius_norm_matched,204635183101.0,0.5,0.5,1.0,nan,133,332,457,553,681,83.20016781409356,6.193199714714956,489.4095745715612,0.6117619682144515,0.0088107323888951,0.0644999778786422,0.5,0.5,0.030229527503252,0.055183342659025,b486ef7efe077a5e11dbfa4148cfa5a8ec90514c3508227a9bf491bde631d58a,,,,results/frozen_sources/mechanisms/random_mask_control_per_seed.csv#row=159
offline_post_hoc,N-MNIST,SNN-DFA,20260831,H1,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,random_sparsity,0.75,nan,global_frobenius_norm_matched,204635183101.0,0.75,0.75,1.0,nan,122,317,442,539,673,90.25621371774412,6.144165042224651,465.990404272934,0.5824880053411675,0.0062287904906541,0.0644923586065043,0.75,0.75,0.0169657655060291,0.0308706331253698,b486ef7efe077a5e11dbfa4148cfa5a8ec90514c3508227a9bf491bde631d58a,,,,results/frozen_sources/mechanisms/random_mask_control_per_seed.csv#row=160
offline_post_hoc,N-MNIST,SNN-DFA,20260831,H1,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,random_sparsity,ann_matched,nan,global_frobenius_norm_matched,204635183101.0,0.87854638671875,0.87854638671875,1.0,nan,112,296,419,516,657,79.94780909399799,6.076644166334325,435.565055511741,0.5444563193896763,0.004340375879082,0.0644876849258272,0.87854638671875,0.87854638671875,0.0103218834847211,0.0192125690716208,b486ef7efe077a5e11dbfa4148cfa5a8ec90514c3508227a9bf491bde631d58a,,,,results/frozen_sources/mechanisms/random_mask_control_per_seed.csv#row=161
offline_post_hoc,N-MNIST,SNN-DFA,20260831,H1,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,random_sparsity,0,nan,global_frobenius_norm_matched,204635183102.0,0.0,0.0,2.0,nan,130,331,457,554,682,49.9820209564572,6.159079688863601,472.9925741340908,0.5912407176676135,0.0124539867610056,0.0645126198267627,0.0,0.0,0.0575211085379123,0.1057598228333332,b486ef7efe077a5e11dbfa4148cfa5a8ec90514c3508227a9bf491bde631d58a,,,,results/frozen_sources/mechanisms/random_mask_control_per_seed.csv#row=162
offline_post_hoc,N-MNIST,SNN-DFA,20260831,H1,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,random_sparsity,0.25,nan,global_frobenius_norm_matched,204635183102.0,0.25,0.25,2.0,nan,133,331,456,552,681,62.78774107556216,6.179814307941146,482.9022769086385,0.6036278461357981,0.0107881492558915,0.0645063061819407,0.25,0.25,0.0438439399003982,0.0809975063665183,b486ef7efe077a5e11dbfa4148cfa5a8ec90514c3508227a9bf491bde631d58a,,,,results/frozen_sources/mechanisms/random_mask_control_per_seed.csv#row=163
offline_post_hoc,N-MNIST,SNN-DFA,20260831,H1,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,random_sparsity,0.50,nan,global_frobenius_norm_matched,204635183102.0,0.5,0.5,2.0,nan,133,329,454,551,681,81.76654429077601,6.188143137302144,486.9410834890248,0.6086763543612811,0.0088005575863775,0.0644999744876241,0.5,0.5,0.030219716951251,0.0557280140001997,b486ef7efe077a5e11dbfa4148cfa5a8ec90514c3508227a9bf491bde631d58a,,,,results/frozen_sources/mechanisms/random_mask_control_per_seed.csv#row=164
offline_post_hoc,N-MNIST,SNN-DFA,20260831,H1,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,random_sparsity,0.75,nan,global_frobenius_norm_matched,204635183102.0,0.75,0.75,2.0,nan,126,318,442,539,672,83.5419128832661,6.156086041843156,471.5787186718426,0.5894733983398033,0.0062200605555041,0.0644923560911089,0.75,0.75,0.0169214643537998,0.0315938504350297,b486ef7efe077a5e11dbfa4148cfa5a8ec90514c3508227a9bf491bde631d58a,,,,results/frozen_sources/mechanisms/random_mask_control_per_seed.csv#row=165
offline_post_hoc,N-MNIST,SNN-DFA,20260831,H1,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,random_sparsity,ann_matched,nan,global_frobenius_norm_matched,204635183102.0,0.87854638671875,0.87854638671875,2.0,nan,115,297,418,516,659,66.52223012603082,6.084079416697807,438.815660304049,0.5485195753800612,0.0043336942440573,0.0644878074075562,0.87854638671875,0.87854638671875,0.0103920754045248,0.0188751562952842,b486ef7efe077a5e11dbfa4148cfa5a8ec90514c3508227a9bf491bde631d58a,,,,results/frozen_sources/mechanisms/random_mask_control_per_seed.csv#row=166
offline_post_hoc,N-MNIST,SNN-DFA,20260831,H1,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,random_sparsity,0,nan,global_frobenius_norm_matched,204635183103.0,0.0,0.0,3.0,nan,130,331,457,554,682,49.9820209564572,6.159079688863601,472.9925741340908,0.5912407176676135,0.0124539867610056,0.0645126198267627,0.0,0.0,0.0575211085379123,0.1057598228333332,b486ef7efe077a5e11dbfa4148cfa5a8ec90514c3508227a9bf491bde631d58a,,,,results/frozen_sources/mechanisms/random_mask_control_per_seed.csv#row=167
offline_post_hoc,N-MNIST,SNN-DFA,20260831,H1,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,random_sparsity,0.25,nan,global_frobenius_norm_matched,204635183103.0,0.25,0.25,3.0,nan,132,331,456,553,681,62.90588869360663,6.179032436108097,482.5248567865168,0.603156070983146,0.0107880853290315,0.0645064031696839,0.25,0.25,0.0439157597720623,0.0808960620528917,b486ef7efe077a5e11dbfa4148cfa5a8ec90514c3508227a9bf491bde631d58a,,,,results/frozen_sources/mechanisms/random_mask_control_per_seed.csv#row=168
offline_post_hoc,N-MNIST,SNN-DFA,20260831,H1,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,random_sparsity,0.50,nan,global_frobenius_norm_matched,204635183103.0,0.5,0.5,3.0,nan,134,331,455,550,679,82.91831844767886,6.193086648506835,489.3542420149266,0.6116928025186583,0.0088092290786549,0.0644999251365728,0.5,0.5,0.0303226187825202,0.0555981046906514,b486ef7efe077a5e11dbfa4148cfa5a8ec90514c3508227a9bf491bde631d58a,,,,results/frozen_sources/mechanisms/random_mask_control_per_seed.csv#row=169
offline_post_hoc,N-MNIST,SNN-DFA,20260831,H1,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,random_sparsity,0.75,nan,global_frobenius_norm_matched,204635183103.0,0.75,0.75,3.0,nan,127,322,445,540,670,93.56437431067694,6.163860491876836,475.2592724595232,0.594074090574404,0.0062253475788827,0.0644923506415132,0.75,0.75,0.0170288830995559,0.0312899278964282,b486ef7efe077a5e11dbfa4148cfa5a8ec90514c3508227a9bf491bde631d58a,,,,results/frozen_sources/mechanisms/random_mask_control_per_seed.csv#row=170
offline_post_hoc,N-MNIST,SNN-DFA,20260831,H1,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,random_sparsity,ann_matched,nan,global_frobenius_norm_matched,204635183103.0,0.87854638671875,0.87854638671875,3.0,nan,113,299,423,521,657,61.80876077809612,6.083566974754046,438.59085036007184,0.5482385629500898,0.0043378390355866,0.0644876922357549,0.87854638671875,0.87854638671875,0.0105732027441263,0.0199439516562719,b486ef7efe077a5e11dbfa4148cfa5a8ec90514c3508227a9bf491bde631d58a,,,,results/frozen_sources/mechanisms/random_mask_control_per_seed.csv#row=171
offline_post_hoc,N-MNIST,SNN-DFA,20260831,H1,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,random_sparsity,0,nan,global_frobenius_norm_matched,204635183104.0,0.0,0.0,4.0,nan,130,331,457,554,682,49.9820209564572,6.159079688863601,472.9925741340908,0.5912407176676135,0.0124539867610056,0.0645126198267627,0.0,0.0,0.0575211085379123,0.1057598228333332,b486ef7efe077a5e11dbfa4148cfa5a8ec90514c3508227a9bf491bde631d58a,,,,results/frozen_sources/mechanisms/random_mask_control_per_seed.csv#row=172
offline_post_hoc,N-MNIST,SNN-DFA,20260831,H1,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,random_sparsity,0.25,nan,global_frobenius_norm_matched,204635183104.0,0.25,0.25,4.0,nan,133,332,457,553,682,63.10673396568588,6.182360405545426,484.13335980252754,0.6051666997531594,0.0107829553563707,0.0645063869397325,0.25,0.25,0.0438559055328369,0.0803426492966584,b486ef7efe077a5e11dbfa4148cfa5a8ec90514c3508227a9bf491bde631d58a,,,,results/frozen_sources/mechanisms/random_mask_control_per_seed.csv#row=173
offline_post_hoc,N-MNIST,SNN-DFA,20260831,H1,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,random_sparsity,0.50,nan,global_frobenius_norm_matched,204635183104.0,0.5,0.5,4.0,nan,135,333,458,554,681,84.14705092046471,6.199957006236227,492.727856412792,0.61590982051599,0.008802637533945,0.0644999303348228,0.5,0.5,0.0301615484058856,0.0556939707222966,b486ef7efe077a5e11dbfa4148cfa5a8ec90514c3508227a9bf491bde631d58a,,,,results/frozen_sources/mechanisms/random_mask_control_per_seed.csv#row=174
offline_post_hoc,N-MNIST,SNN-DFA,20260831,H1,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,random_sparsity,0.75,nan,global_frobenius_norm_matched,204635183104.0,0.75,0.75,4.0,nan,133,330,453,548,677,84.03435379154945,6.189880984896454,487.7880486145288,0.609735060768161,0.0062327215383134,0.0644923588138091,0.75,0.75,0.0169613268226385,0.0315275608265309,b486ef7efe077a5e11dbfa4148cfa5a8ec90514c3508227a9bf491bde631d58a,,,,results/frozen_sources/mechanisms/random_mask_control_per_seed.csv#row=175
offline_post_hoc,N-MNIST,SNN-DFA,20260831,H1,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,random_sparsity,ann_matched,nan,global_frobenius_norm_matched,204635183104.0,0.87854638671875,0.87854638671875,4.0,nan,113,297,422,521,660,55.20475592704432,6.073167667470308,434.0534431727895,0.5425668039659868,0.0043454244753682,0.0644877522486179,0.87854638671875,0.87854638671875,0.0104191154241561,0.0196660468160435,b486ef7efe077a5e11dbfa4148cfa5a8ec90514c3508227a9bf491bde631d58a,,,,results/frozen_sources/mechanisms/random_mask_control_per_seed.csv#row=176
offline_post_hoc,N-MNIST,SNN-DFA,20260831,H1,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,random_sparsity,0,nan,global_frobenius_norm_matched,204635183105.0,0.0,0.0,5.0,nan,130,331,457,554,682,49.9820209564572,6.159079688863601,472.9925741340908,0.5912407176676135,0.0124539867610056,0.0645126198267627,0.0,0.0,0.0575211085379123,0.1057598228333332,b486ef7efe077a5e11dbfa4148cfa5a8ec90514c3508227a9bf491bde631d58a,,,,results/frozen_sources/mechanisms/random_mask_control_per_seed.csv#row=177
offline_post_hoc,N-MNIST,SNN-DFA,20260831,H1,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,random_sparsity,0.25,nan,global_frobenius_norm_matched,204635183105.0,0.25,0.25,5.0,nan,134,333,458,553,681,62.92774712412532,6.186814343802916,486.2944690464549,0.6078680863080687,0.0107858921377984,0.064506440383051,0.25,0.25,0.0438375882804393,0.0804655788195075,b486ef7efe077a5e11dbfa4148cfa5a8ec90514c3508227a9bf491bde631d58a,,,,results/frozen_sources/mechanisms/random_mask_control_per_seed.csv#row=178
offline_post_hoc,N-MNIST,SNN-DFA,20260831,H1,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,random_sparsity,0.50,nan,global_frobenius_norm_matched,204635183105.0,0.5,0.5,5.0,nan,133,332,456,552,679,79.96718478617201,6.1922051988669615,488.9230909414266,0.6111538636767833,0.0088032304656433,0.064499860701535,0.5,0.5,0.030197151005268,0.0558879712143374,b486ef7efe077a5e11dbfa4148cfa5a8ec90514c3508227a9bf491bde631d58a,,,,results/frozen_sources/mechanisms/random_mask_control_per_seed.csv#row=179
offline_post_hoc,N-MNIST,SNN-DFA,20260831,H1,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,random_sparsity,0.75,nan,global_frobenius_norm_matched,204635183105.0,0.75,0.75,5.0,nan,129,324,448,543,672,78.80695190453622,6.171491772475731,478.89998329940073,0.5986249791242509,0.0062286578994146,0.0644922985989548,0.75,0.75,0.0168252736330032,0.0308385958824393,b486ef7efe077a5e11dbfa4148cfa5a8ec90514c3508227a9bf491bde631d58a,,,,results/frozen_sources/mechanisms/random_mask_control_per_seed.csv#row=180
offline_post_hoc,N-MNIST,SNN-DFA,20260831,H1,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,random_sparsity,ann_matched,nan,global_frobenius_norm_matched,204635183105.0,0.87854638671875,0.87854638671875,5.0,nan,115,296,418,517,656,50.95765518629512,6.087942357553247,440.51405753827646,0.5506425719228456,0.0043409896480119,0.064487721432149,0.87854638671875,0.87854638671875,0.0101809296756982,0.0183686197709121,b486ef7efe077a5e11dbfa4148cfa5a8ec90514c3508227a9bf491bde631d58a,,,,results/frozen_sources/mechanisms/random_mask_control_per_seed.csv#row=181
offline_post_hoc,N-MNIST,SNN-DFA,20260831,H1,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,random_sparsity,0,nan,global_frobenius_norm_matched,204635183106.0,0.0,0.0,6.0,nan,130,331,457,554,682,49.9820209564572,6.159079688863601,472.9925741340908,0.5912407176676135,0.0124539867610056,0.0645126198267627,0.0,0.0,0.0575211085379123,0.1057598228333332,b486ef7efe077a5e11dbfa4148cfa5a8ec90514c3508227a9bf491bde631d58a,,,,results/frozen_sources/mechanisms/random_mask_control_per_seed.csv#row=182
offline_post_hoc,N-MNIST,SNN-DFA,20260831,H1,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,random_sparsity,0.25,nan,global_frobenius_norm_matched,204635183106.0,0.25,0.25,6.0,nan,133,333,459,554,682,63.00678663509363,6.183910920972316,484.884598298508,0.606105747873135,0.0107805248198863,0.0645064043098537,0.25,0.25,0.0438813380897045,0.0810395573505766,b486ef7efe077a5e11dbfa4148cfa5a8ec90514c3508227a9bf491bde631d58a,,,,results/frozen_sources/mechanisms/random_mask_control_per_seed.csv#row=183
offline_post_hoc,N-MNIST,SNN-DFA,20260831,H1,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,random_sparsity,0.50,nan,global_frobenius_norm_matched,204635183106.0,0.5,0.5,6.0,nan,134,331,456,552,681,86.18944312056722,6.195297173825583,490.43716843390166,0.6130464605423771,0.0088011742135685,0.064499867736978,0.5,0.5,0.0303196646273136,0.055467714568928,b486ef7efe077a5e11dbfa4148cfa5a8ec90514c3508227a9bf491bde631d58a,,,,results/frozen_sources/mechanisms/random_mask_control_per_seed.csv#row=184
offline_post_hoc,N-MNIST,SNN-DFA,20260831,H1,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,random_sparsity,0.75,nan,global_frobenius_norm_matched,204635183106.0,0.75,0.75,6.0,nan,129,320,444,540,673,98.7446427024023,6.171398547768801,478.8553400697671,0.5985691750872089,0.0062279618009507,0.0644923280667336,0.75,0.75,0.016948752105236,0.0306833599921344,b486ef7efe077a5e11dbfa4148cfa5a8ec90514c3508227a9bf491bde631d58a,,,,results/frozen_sources/mechanisms/random_mask_control_per_seed.csv#row=185
offline_post_hoc,N-MNIST,SNN-DFA,20260831,H1,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,random_sparsity,ann_matched,nan,global_frobenius_norm_matched,204635183106.0,0.87854638671875,0.87854638671875,6.0,nan,122,305,429,528,664,87.5113717810884,6.132558744246529,460.6132456001402,0.5757665570001752,0.0043436964505474,0.0644877232860094,0.87854638671875,0.87854638671875,0.0103078270331025,0.0182164021827383,b486ef7efe077a5e11dbfa4148cfa5a8ec90514c3508227a9bf491bde631d58a,,,,results/frozen_sources/mechanisms/random_mask_control_per_seed.csv#row=186
offline_post_hoc,N-MNIST,SNN-DFA,20260831,H1,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,random_sparsity,0,nan,global_frobenius_norm_matched,204635183107.0,0.0,0.0,7.0,nan,130,331,457,554,682,49.9820209564572,6.159079688863601,472.9925741340908,0.5912407176676135,0.0124539867610056,0.0645126198267627,0.0,0.0,0.0575211085379123,0.1057598228333332,b486ef7efe077a5e11dbfa4148cfa5a8ec90514c3508227a9bf491bde631d58a,,,,results/frozen_sources/mechanisms/random_mask_control_per_seed.csv#row=187
offline_post_hoc,N-MNIST,SNN-DFA,20260831,H1,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,random_sparsity,0.25,nan,global_frobenius_norm_matched,204635183107.0,0.25,0.25,7.0,nan,135,334,458,554,680,64.81566073349792,6.189065401804044,487.3903791177013,0.6092379738971266,0.0107866736032234,0.0645063337265456,0.25,0.25,0.0438956171274185,0.0806724589238212,b486ef7efe077a5e11dbfa4148cfa5a8ec90514c3508227a9bf491bde631d58a,,,,results/frozen_sources/mechanisms/random_mask_control_per_seed.csv#row=188
offline_post_hoc,N-MNIST,SNN-DFA,20260831,H1,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,random_sparsity,0.50,nan,global_frobenius_norm_matched,204635183107.0,0.5,0.5,7.0,nan,135,332,455,551,678,87.73984370968466,6.197495408287917,491.516450141673,0.6143955626770912,0.0087977694367487,0.0644998902754315,0.5,0.5,0.0303634665906429,0.0559122221737451,b486ef7efe077a5e11dbfa4148cfa5a8ec90514c3508227a9bf491bde631d58a,,,,results/frozen_sources/mechanisms/random_mask_control_per_seed.csv#row=189
