dataset,source_model,seed,layer,checkpoint,checkpoint_file,checkpoint_sha256,probe_split,N,T,D,coordinate_system,offline_only,family,condition,alpha,scale_mode,mask_seed,target_zero_fraction,achieved_zero_fraction,spectrum_reused_by_scale_invariance,mean_abs_g,rms_g,l2_norm_all_T_N_D,mean_per_sample_timestep_l2,exact_zero_fraction,near_zero_fraction,near_zero_threshold,temporal_gate_cosine,adjacent_timestep_cosine,norm_cv_over_time,gate_temporal_variance,zero_norm_fraction,cosine_definition,variance_definition,r50,r80,r90,r95,r99,stable_rank,spectral_entropy,entropy_effective_rank,normalized_entropy_effective_rank,ann_target_source,mask_replicate,marginal_preservation_check
N-MNIST,SNN-DFA,20260831,H1,completed_epoch_100,results/experiment03_soft_spectral/experiment03_20260831_server/checkpoints/full_dense/seed_20260831/epoch_100.pt,b486ef7efe077a5e11dbfa4148cfa5a8ec90514c3508227a9bf491bde631d58a,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,magnitude_sparsity,0,nan,unscaled,nan,0.0,0.0,False,0.0124539867610056,0.0645126198267627,226.14410958639056,1.7610448009369934,0.0,0.0,1e-06,0.0575211085379123,0.1057598228333332,0.2122817748212079,0.0037789468628002,0.0,canonical epsilon=1e-12; zero-vector effects retained,"population, time axis then sample/feature mean",130,331,457,554,682,49.9820209564572,6.159079688863601,472.9925741340908,0.5912407176676135,tables/5_seed_review/gate_per_seed.csv,nan,nan
N-MNIST,SNN-DFA,20260831,H1,completed_epoch_100,results/experiment03_soft_spectral/experiment03_20260831_server/checkpoints/full_dense/seed_20260831/epoch_100.pt,b486ef7efe077a5e11dbfa4148cfa5a8ec90514c3508227a9bf491bde631d58a,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,magnitude_sparsity,0,nan,global_frobenius_norm_matched,nan,0.0,0.0,True,0.0124539867610056,0.0645126198267627,226.0363922119141,1.7610448009369934,0.0,0.0,1e-06,0.0575211085379123,0.1057598228333332,0.2122817748212079,0.0037789468628002,0.0,canonical epsilon=1e-12; zero-vector effects retained,"population, time axis then sample/feature mean",130,331,457,554,682,49.9820209564572,6.159079688863601,472.9925741340908,0.5912407176676135,tables/5_seed_review/gate_per_seed.csv,nan,nan
N-MNIST,SNN-DFA,20260831,H1,completed_epoch_100,results/experiment03_soft_spectral/experiment03_20260831_server/checkpoints/full_dense/seed_20260831/epoch_100.pt,b486ef7efe077a5e11dbfa4148cfa5a8ec90514c3508227a9bf491bde631d58a,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,magnitude_sparsity,0.25,nan,unscaled,nan,0.25,0.25,False,0.0124395828323672,0.0645126111684623,226.14407923537425,1.7610445051784684,0.25,0.25,1e-06,0.0574600845575332,0.1057545905606294,0.2122818797386498,0.0037791273776253,0.0,canonical epsilon=1e-12; zero-vector effects retained,"population, time axis then sample/feature mean",130,331,457,554,682,50.005244894574886,6.159162394303104,473.0316948105404,0.5912896185131755,tables/5_seed_review/gate_per_seed.csv,nan,nan
N-MNIST,SNN-DFA,20260831,H1,completed_epoch_100,results/experiment03_soft_spectral/experiment03_20260831_server/checkpoints/full_dense/seed_20260831/epoch_100.pt,b486ef7efe077a5e11dbfa4148cfa5a8ec90514c3508227a9bf491bde631d58a,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,magnitude_sparsity,0.25,nan,global_frobenius_norm_matched,nan,0.25,0.25,True,0.0124395828323672,0.0645126111684623,226.0363922119141,1.7610445051784684,0.25,0.25,1e-06,0.0574600845575332,0.1057545905606294,0.2122818797386498,0.0037791273776253,0.0,canonical epsilon=1e-12; zero-vector effects retained,"population, time axis then sample/feature mean",130,331,457,554,682,50.005244894574886,6.159162394303104,473.0316948105404,0.5912896185131755,tables/5_seed_review/gate_per_seed.csv,nan,nan
N-MNIST,SNN-DFA,20260831,H1,completed_epoch_100,results/experiment03_soft_spectral/experiment03_20260831_server/checkpoints/full_dense/seed_20260831/epoch_100.pt,b486ef7efe077a5e11dbfa4148cfa5a8ec90514c3508227a9bf491bde631d58a,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,magnitude_sparsity,0.50,nan,unscaled,nan,0.5,0.5,False,0.0123707355326074,0.0645124430962793,226.14349007105068,1.761039056780586,0.5,0.5,1e-06,0.0570313483476638,0.105579259372582,0.2122835313723743,0.003780538796004,0.0,canonical epsilon=1e-12; zero-vector effects retained,"population, time axis then sample/feature mean",131,331,457,554,682,50.241447975271846,6.159876720492547,473.36971445234826,0.5917121430654353,tables/5_seed_review/gate_per_seed.csv,nan,nan
N-MNIST,SNN-DFA,20260831,H1,completed_epoch_100,results/experiment03_soft_spectral/experiment03_20260831_server/checkpoints/full_dense/seed_20260831/epoch_100.pt,b486ef7efe077a5e11dbfa4148cfa5a8ec90514c3508227a9bf491bde631d58a,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,magnitude_sparsity,0.50,nan,global_frobenius_norm_matched,nan,0.5,0.5,True,0.0123707355326074,0.0645124430962793,226.0363922119141,1.761039056780586,0.5,0.5,1e-06,0.0570313483476638,0.105579259372582,0.2122835313723743,0.003780538796004,0.0,canonical epsilon=1e-12; zero-vector effects retained,"population, time axis then sample/feature mean",131,331,457,554,682,50.241447975271846,6.159876720492547,473.36971445234826,0.5917121430654353,tables/5_seed_review/gate_per_seed.csv,nan,nan
N-MNIST,SNN-DFA,20260831,H1,completed_epoch_100,results/experiment03_soft_spectral/experiment03_20260831_server/checkpoints/full_dense/seed_20260831/epoch_100.pt,b486ef7efe077a5e11dbfa4148cfa5a8ec90514c3508227a9bf491bde631d58a,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,magnitude_sparsity,0.75,nan,unscaled,nan,0.75,0.75,False,0.0120888295502204,0.0645094852000294,226.13312138946077,1.7609489776482454,0.75,0.75,1e-06,0.0548569373786449,0.1031374354265438,0.2123055039250117,0.003788375723372,0.0,canonical epsilon=1e-12; zero-vector effects retained,"population, time axis then sample/feature mean",131,331,457,554,682,51.80423874657861,6.164293360842853,475.4650419817901,0.5943313024772376,tables/5_seed_review/gate_per_seed.csv,nan,nan
N-MNIST,SNN-DFA,20260831,H1,completed_epoch_100,results/experiment03_soft_spectral/experiment03_20260831_server/checkpoints/full_dense/seed_20260831/epoch_100.pt,b486ef7efe077a5e11dbfa4148cfa5a8ec90514c3508227a9bf491bde631d58a,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,magnitude_sparsity,0.75,nan,global_frobenius_norm_matched,nan,0.75,0.75,True,0.0120888367455344,0.0645095236282036,226.0363922119141,1.76095002651708,0.75,0.75,1e-06,0.0548569373786449,0.1031374354265438,0.2123055039250117,0.003788375723372,0.0,canonical epsilon=1e-12; zero-vector effects retained,"population, time axis then sample/feature mean",131,331,457,554,682,51.80423874657861,6.164293360842853,475.4650419817901,0.5943313024772376,tables/5_seed_review/gate_per_seed.csv,nan,nan
N-MNIST,SNN-DFA,20260831,H1,completed_epoch_100,results/experiment03_soft_spectral/experiment03_20260831_server/checkpoints/full_dense/seed_20260831/epoch_100.pt,b486ef7efe077a5e11dbfa4148cfa5a8ec90514c3508227a9bf491bde631d58a,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,magnitude_sparsity,ann_matched,nan,unscaled,nan,0.87854638671875,0.87854638671875,False,0.0114888544555543,0.0644842830812818,226.04477726827767,1.760200176598404,0.87854638671875,0.87854638671875,1e-06,0.0497517436742782,0.09461680561562,0.2124693927044869,0.0038059957746561,0.0,canonical epsilon=1e-12; zero-vector effects retained,"population, time axis then sample/feature mean",133,333,459,555,683,56.17840228411755,6.175720899494875,480.92960088847,0.6011620011105875,tables/5_seed_review/gate_per_seed.csv,nan,nan
N-MNIST,SNN-DFA,20260831,H1,completed_epoch_100,results/experiment03_soft_spectral/experiment03_20260831_server/checkpoints/full_dense/seed_20260831/epoch_100.pt,b486ef7efe077a5e11dbfa4148cfa5a8ec90514c3508227a9bf491bde631d58a,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,magnitude_sparsity,ann_matched,nan,global_frobenius_norm_matched,nan,0.87854638671875,0.87854638671875,True,0.0114897734428404,0.0644894411474936,226.0364532470703,1.7603409741451237,0.87854638671875,0.87854638671875,1e-06,0.0497517436742782,0.09461680561562,0.2124693927044869,0.0038059957746561,0.0,canonical epsilon=1e-12; zero-vector effects retained,"population, time axis then sample/feature mean",133,333,459,555,683,56.17840228411755,6.175720899494875,480.92960088847,0.6011620011105875,tables/5_seed_review/gate_per_seed.csv,nan,nan
N-MNIST,SNN-DFA,20260831,H2,completed_epoch_100,results/experiment03_soft_spectral/experiment03_20260831_server/checkpoints/full_dense/seed_20260831/epoch_100.pt,b486ef7efe077a5e11dbfa4148cfa5a8ec90514c3508227a9bf491bde631d58a,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,magnitude_sparsity,0,nan,unscaled,nan,0.0,0.0,False,0.0180047823872433,0.0783120073876308,274.51681900620235,2.0919281814342443,0.0,0.0,1e-06,0.0853692144155502,0.1299682950537547,0.3097452987717276,0.0054420940085068,0.0,canonical epsilon=1e-12; zero-vector effects retained,"population, time axis then sample/feature mean",107,296,424,526,660,35.1249940063122,5.999893953740518,403.3860136465792,0.504232517058224,tables/5_seed_review/gate_per_seed.csv,nan,nan
N-MNIST,SNN-DFA,20260831,H2,completed_epoch_100,results/experiment03_soft_spectral/experiment03_20260831_server/checkpoints/full_dense/seed_20260831/epoch_100.pt,b486ef7efe077a5e11dbfa4148cfa5a8ec90514c3508227a9bf491bde631d58a,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,magnitude_sparsity,0,nan,global_frobenius_norm_matched,nan,0.0,0.0,True,0.0180047823872433,0.0783120073876308,274.3421630859375,2.0919281814342443,0.0,0.0,1e-06,0.0853692144155502,0.1299682950537547,0.3097452987717276,0.0054420940085068,0.0,canonical epsilon=1e-12; zero-vector effects retained,"population, time axis then sample/feature mean",107,296,424,526,660,35.1249940063122,5.999893953740518,403.3860136465792,0.504232517058224,tables/5_seed_review/gate_per_seed.csv,nan,nan
N-MNIST,SNN-DFA,20260831,H2,completed_epoch_100,results/experiment03_soft_spectral/experiment03_20260831_server/checkpoints/full_dense/seed_20260831/epoch_100.pt,b486ef7efe077a5e11dbfa4148cfa5a8ec90514c3508227a9bf491bde631d58a,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,magnitude_sparsity,0.25,nan,unscaled,nan,0.25,0.25,False,0.0179642831909606,0.0783119313275335,274.51655238328345,2.0919248722801678,0.25,0.25,1e-06,0.0851466655731201,0.1299352285924948,0.3097471876290009,0.0054429888850861,0.0,canonical epsilon=1e-12; zero-vector effects retained,"population, time axis then sample/feature mean",107,296,424,526,660,35.14819161887907,6.000010966031068,403.43321752967535,0.5042915219120941,tables/5_seed_review/gate_per_seed.csv,nan,nan
N-MNIST,SNN-DFA,20260831,H2,completed_epoch_100,results/experiment03_soft_spectral/experiment03_20260831_server/checkpoints/full_dense/seed_20260831/epoch_100.pt,b486ef7efe077a5e11dbfa4148cfa5a8ec90514c3508227a9bf491bde631d58a,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,magnitude_sparsity,0.25,nan,global_frobenius_norm_matched,nan,0.25,0.25,True,0.0179642831909606,0.0783119313275335,274.3421630859375,2.0919248722801678,0.25,0.25,1e-06,0.0851466655731201,0.1299352285924948,0.3097471876290009,0.0054429888850861,0.0,canonical epsilon=1e-12; zero-vector effects retained,"population, time axis then sample/feature mean",107,296,424,526,660,35.14819161887907,6.000010966031068,403.43321752967535,0.5042915219120941,tables/5_seed_review/gate_per_seed.csv,nan,nan
N-MNIST,SNN-DFA,20260831,H2,completed_epoch_100,results/experiment03_soft_spectral/experiment03_20260831_server/checkpoints/full_dense/seed_20260831/epoch_100.pt,b486ef7efe077a5e11dbfa4148cfa5a8ec90514c3508227a9bf491bde631d58a,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,magnitude_sparsity,0.50,nan,unscaled,nan,0.5,0.5,False,0.0177735458054426,0.07831091857795,274.51300226621504,2.091887510032198,0.5,0.5,1e-06,0.0838425979018211,0.129268907761867,0.3097624060261037,0.0054488911846083,0.0,canonical epsilon=1e-12; zero-vector effects retained,"population, time axis then sample/feature mean",107,296,424,526,660,35.333077915028746,6.0013001920918425,403.9536695655736,0.504942086956967,tables/5_seed_review/gate_per_seed.csv,nan,nan
N-MNIST,SNN-DFA,20260831,H2,completed_epoch_100,results/experiment03_soft_spectral/experiment03_20260831_server/checkpoints/full_dense/seed_20260831/epoch_100.pt,b486ef7efe077a5e11dbfa4148cfa5a8ec90514c3508227a9bf491bde631d58a,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,magnitude_sparsity,0.50,nan,global_frobenius_norm_matched,nan,0.5,0.5,True,0.0177735458054426,0.07831091857795,274.3421630859375,2.091887510032198,0.5,0.5,1e-06,0.0838425979018211,0.129268907761867,0.3097624060261037,0.0054488911846083,0.0,canonical epsilon=1e-12; zero-vector effects retained,"population, time axis then sample/feature mean",107,296,424,526,660,35.333077915028746,6.0013001920918425,403.9536695655736,0.504942086956967,tables/5_seed_review/gate_per_seed.csv,nan,nan
N-MNIST,SNN-DFA,20260831,H2,completed_epoch_100,results/experiment03_soft_spectral/experiment03_20260831_server/checkpoints/full_dense/seed_20260831/epoch_100.pt,b486ef7efe077a5e11dbfa4148cfa5a8ec90514c3508227a9bf491bde631d58a,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,magnitude_sparsity,0.75,nan,unscaled,nan,0.75,0.75,False,0.0171596807717131,0.0782997913927911,274.4739967602099,2.091536684024577,0.75,0.75,1e-06,0.0788340345025062,0.1237761118331807,0.3098431496440508,0.0054732717016747,0.0,canonical epsilon=1e-12; zero-vector effects retained,"population, time axis then sample/feature mean",108,297,425,527,660,36.61251013996207,6.011056512916467,407.9140591655502,0.5098925739569378,tables/5_seed_review/gate_per_seed.csv,nan,nan
N-MNIST,SNN-DFA,20260831,H2,completed_epoch_100,results/experiment03_soft_spectral/experiment03_20260831_server/checkpoints/full_dense/seed_20260831/epoch_100.pt,b486ef7efe077a5e11dbfa4148cfa5a8ec90514c3508227a9bf491bde631d58a,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,magnitude_sparsity,0.75,nan,global_frobenius_norm_matched,nan,0.75,0.75,True,0.0171597585022004,0.0783001460819895,274.3421630859375,2.0915461584431942,0.75,0.75,1e-06,0.0788340345025062,0.1237761118331807,0.3098431496440508,0.0054732717016747,0.0,canonical epsilon=1e-12; zero-vector effects retained,"population, time axis then sample/feature mean",108,297,425,527,660,36.61251013996207,6.011056512916467,407.9140591655502,0.5098925739569378,tables/5_seed_review/gate_per_seed.csv,nan,nan
N-MNIST,SNN-DFA,20260831,H2,completed_epoch_100,results/experiment03_soft_spectral/experiment03_20260831_server/checkpoints/full_dense/seed_20260831/epoch_100.pt,b486ef7efe077a5e11dbfa4148cfa5a8ec90514c3508227a9bf491bde631d58a,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,magnitude_sparsity,ann_matched,nan,unscaled,nan,0.7827268880208333,0.7827268880208333,False,0.0169819609519712,0.0782935941443468,274.45227277449834,2.0913505984880985,0.7827268880208333,0.7827268880208333,1e-06,0.0772990062832832,0.1217058103546025,0.309874908103867,0.0054806803884478,0.0,canonical epsilon=1e-12; zero-vector effects retained,"population, time axis then sample/feature mean",108,298,426,527,660,37.163024079561694,6.014887343075403,409.4797055937448,0.5118496319921809,tables/5_seed_review/gate_per_seed.csv,nan,nan
N-MNIST,SNN-DFA,20260831,H2,completed_epoch_100,results/experiment03_soft_spectral/experiment03_20260831_server/checkpoints/full_dense/seed_20260831/epoch_100.pt,b486ef7efe077a5e11dbfa4148cfa5a8ec90514c3508227a9bf491bde631d58a,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,magnitude_sparsity,ann_matched,nan,global_frobenius_norm_matched,nan,0.7827268880208333,0.7827268880208333,True,0.0169821694651545,0.0782945554752602,274.3421936035156,2.091376277213696,0.7827268880208333,0.7827268880208333,1e-06,0.0772990062832832,0.1217058103546025,0.309874908103867,0.0054806803884478,0.0,canonical epsilon=1e-12; zero-vector effects retained,"population, time axis then sample/feature mean",108,298,426,527,660,37.163024079561694,6.014887343075403,409.4797055937448,0.5118496319921809,tables/5_seed_review/gate_per_seed.csv,nan,nan
N-MNIST,SNN-DFA,20260831,H3,completed_epoch_100,results/experiment03_soft_spectral/experiment03_20260831_server/checkpoints/full_dense/seed_20260831/epoch_100.pt,b486ef7efe077a5e11dbfa4148cfa5a8ec90514c3508227a9bf491bde631d58a,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,magnitude_sparsity,0,nan,unscaled,nan,0.0,0.0,False,0.007846313947869,0.0502430080245254,176.12306465245896,1.238705116132313,0.0,0.0,1e-06,0.0901928320527076,0.1404726173028493,0.5016102864536154,0.0023065750222065,0.0,canonical epsilon=1e-12; zero-vector effects retained,"population, time axis then sample/feature mean",92,271,402,516,686,33.2442588043034,5.9484272707822825,383.1502733262303,0.4789378416577878,tables/5_seed_review/gate_per_seed.csv,nan,nan
N-MNIST,SNN-DFA,20260831,H3,completed_epoch_100,results/experiment03_soft_spectral/experiment03_20260831_server/checkpoints/full_dense/seed_20260831/epoch_100.pt,b486ef7efe077a5e11dbfa4148cfa5a8ec90514c3508227a9bf491bde631d58a,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,magnitude_sparsity,0,nan,global_frobenius_norm_matched,nan,0.0,0.0,True,0.007846313947869,0.0502430080245254,176.04856872558594,1.238705116132313,0.0,0.0,1e-06,0.0901928320527076,0.1404726173028493,0.5016102864536154,0.0023065750222065,0.0,canonical epsilon=1e-12; zero-vector effects retained,"population, time axis then sample/feature mean",92,271,402,516,686,33.2442588043034,5.9484272707822825,383.1502733262303,0.4789378416577878,tables/5_seed_review/gate_per_seed.csv,nan,nan
N-MNIST,SNN-DFA,20260831,H3,completed_epoch_100,results/experiment03_soft_spectral/experiment03_20260831_server/checkpoints/full_dense/seed_20260831/epoch_100.pt,b486ef7efe077a5e11dbfa4148cfa5a8ec90514c3508227a9bf491bde631d58a,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,magnitude_sparsity,0.25,nan,unscaled,nan,0.25,0.25,False,0.0077952185403491,0.0502428817715937,176.12262208235464,1.238698082451075,0.25,0.25,1e-06,0.0899075642228126,0.1403856373653374,0.5016185512721983,0.0023070384119906,0.0,canonical epsilon=1e-12; zero-vector effects retained,"population, time axis then sample/feature mean",92,271,403,516,686,33.279589195869775,5.948622841662719,383.225213690362,0.4790315171129524,tables/5_seed_review/gate_per_seed.csv,nan,nan
N-MNIST,SNN-DFA,20260831,H3,completed_epoch_100,results/experiment03_soft_spectral/experiment03_20260831_server/checkpoints/full_dense/seed_20260831/epoch_100.pt,b486ef7efe077a5e11dbfa4148cfa5a8ec90514c3508227a9bf491bde631d58a,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,magnitude_sparsity,0.25,nan,global_frobenius_norm_matched,nan,0.25,0.25,True,0.0077952185403491,0.0502428817715937,176.04856872558594,1.238698082451075,0.25,0.25,1e-06,0.0899075642228126,0.1403856373653374,0.5016185512721983,0.0023070384119906,0.0,canonical epsilon=1e-12; zero-vector effects retained,"population, time axis then sample/feature mean",92,271,403,516,686,33.279589195869775,5.948622841662719,383.225213690362,0.4790315171129524,tables/5_seed_review/gate_per_seed.csv,nan,nan
N-MNIST,SNN-DFA,20260831,H3,completed_epoch_100,results/experiment03_soft_spectral/experiment03_20260831_server/checkpoints/full_dense/seed_20260831/epoch_100.pt,b486ef7efe077a5e11dbfa4148cfa5a8ec90514c3508227a9bf491bde631d58a,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,magnitude_sparsity,0.50,nan,unscaled,nan,0.5,0.5,False,0.0076771351519979,0.0502423102502693,176.12061865757752,1.2386637396958802,0.5,0.5,1e-06,0.0890540406107902,0.1399770582725987,0.5016613956020739,0.0023082133916276,0.0,canonical epsilon=1e-12; zero-vector effects retained,"population, time axis then sample/feature mean",92,271,403,516,686,33.35740518994967,5.949099215613386,383.4078156893674,0.4792597696117092,tables/5_seed_review/gate_per_seed.csv,nan,nan
N-MNIST,SNN-DFA,20260831,H3,completed_epoch_100,results/experiment03_soft_spectral/experiment03_20260831_server/checkpoints/full_dense/seed_20260831/epoch_100.pt,b486ef7efe077a5e11dbfa4148cfa5a8ec90514c3508227a9bf491bde631d58a,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,magnitude_sparsity,0.50,nan,global_frobenius_norm_matched,nan,0.5,0.5,True,0.0076771351519979,0.0502423102502693,176.04856872558594,1.2386637396958802,0.5,0.5,1e-06,0.0890540406107902,0.1399770582725987,0.5016613956020739,0.0023082133916276,0.0,canonical epsilon=1e-12; zero-vector effects retained,"population, time axis then sample/feature mean",92,271,403,516,686,33.35740518994967,5.949099215613386,383.4078156893674,0.4792597696117092,tables/5_seed_review/gate_per_seed.csv,nan,nan
N-MNIST,SNN-DFA,20260831,H3,completed_epoch_100,results/experiment03_soft_spectral/experiment03_20260831_server/checkpoints/full_dense/seed_20260831/epoch_100.pt,b486ef7efe077a5e11dbfa4148cfa5a8ec90514c3508227a9bf491bde631d58a,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,magnitude_sparsity,0.75,nan,unscaled,nan,0.75,0.75,False,0.0074470271101146,0.0502400854367194,176.11281974194617,1.238548342175004,0.75,0.75,1e-06,0.0868552029132843,0.1383970613191034,0.501786108927493,0.0023112252517581,0.0,canonical epsilon=1e-12; zero-vector effects retained,"population, time axis then sample/feature mean",92,271,403,516,686,33.63341909315596,5.950889965031498,384.09501813225774,0.4801187726653221,tables/5_seed_review/gate_per_seed.csv,nan,nan
N-MNIST,SNN-DFA,20260831,H3,completed_epoch_100,results/experiment03_soft_spectral/experiment03_20260831_server/checkpoints/full_dense/seed_20260831/epoch_100.pt,b486ef7efe077a5e11dbfa4148cfa5a8ec90514c3508227a9bf491bde631d58a,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,magnitude_sparsity,0.75,nan,global_frobenius_norm_matched,nan,0.75,0.75,True,0.0074470288713302,0.0502400973831522,176.04855346679688,1.2385486363615843,0.75,0.75,1e-06,0.0868552029132843,0.1383970613191034,0.501786108927493,0.0023112252517581,0.0,canonical epsilon=1e-12; zero-vector effects retained,"population, time axis then sample/feature mean",92,271,403,516,686,33.63341909315596,5.950889965031498,384.09501813225774,0.4801187726653221,tables/5_seed_review/gate_per_seed.csv,nan,nan
N-MNIST,SNN-DFA,20260831,H3,completed_epoch_100,results/experiment03_soft_spectral/experiment03_20260831_server/checkpoints/full_dense/seed_20260831/epoch_100.pt,b486ef7efe077a5e11dbfa4148cfa5a8ec90514c3508227a9bf491bde631d58a,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,magnitude_sparsity,ann_matched,nan,unscaled,nan,0.9024095052083332,0.9024095052083332,False,0.0070405946073062,0.050227405006687,176.06836945351273,1.2380716248990642,0.9024095052083332,0.9024095052083332,1e-06,0.0800590217113494,0.1303222011695354,0.5021222366415787,0.0023194824605456,0.0,canonical epsilon=1e-12; zero-vector effects retained,"population, time axis then sample/feature mean",93,272,404,517,686,35.10412596795056,5.960131674559636,387.6611659905794,0.4845764574882242,tables/5_seed_review/gate_per_seed.csv,nan,nan
N-MNIST,SNN-DFA,20260831,H3,completed_epoch_100,results/experiment03_soft_spectral/experiment03_20260831_server/checkpoints/full_dense/seed_20260831/epoch_100.pt,b486ef7efe077a5e11dbfa4148cfa5a8ec90514c3508227a9bf491bde631d58a,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,magnitude_sparsity,ann_matched,nan,global_frobenius_norm_matched,nan,0.9024095052083332,0.9024095052083332,True,0.0070407784146934,0.0502287162844352,176.0485382080078,1.2381039469534372,0.9024095052083332,0.9024095052083332,1e-06,0.0800590217113494,0.1303222011695354,0.5021222366415787,0.0023194824605456,0.0,canonical epsilon=1e-12; zero-vector effects retained,"population, time axis then sample/feature mean",93,272,404,517,686,35.10412596795056,5.960131674559636,387.6611659905794,0.4845764574882242,tables/5_seed_review/gate_per_seed.csv,nan,nan
N-MNIST,SNN-DFA,20260901,H1,completed_epoch_100,results/experiment03_soft_spectral/experiment03_20260831_server/checkpoints/full_dense/seed_20260901/epoch_100.pt,554990a77b2d2e8f6498d66d6182e5b9f7b8a61fd2c63c09d3ded066f44b5563,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,magnitude_sparsity,0,nan,unscaled,nan,0.0,0.0,False,0.0129845715701086,0.0659849421825243,231.3052242498822,1.805772473569588,0.0,0.0,1e-06,0.0581362098455429,0.1064368299023559,0.2044666218221333,0.0039513325854116,0.0,canonical epsilon=1e-12; zero-vector effects retained,"population, time axis then sample/feature mean",128,333,463,562,692,49.5920722082469,6.156307662460865,471.6832418205877,0.5896040522757346,tables/5_seed_review/gate_per_seed.csv,nan,nan
N-MNIST,SNN-DFA,20260901,H1,completed_epoch_100,results/experiment03_soft_spectral/experiment03_20260831_server/checkpoints/full_dense/seed_20260901/epoch_100.pt,554990a77b2d2e8f6498d66d6182e5b9f7b8a61fd2c63c09d3ded066f44b5563,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,magnitude_sparsity,0,nan,global_frobenius_norm_matched,nan,0.0,0.0,True,0.0129845715701086,0.0659849421825243,231.1921844482422,1.805772473569588,0.0,0.0,1e-06,0.0581362098455429,0.1064368299023559,0.2044666218221333,0.0039513325854116,0.0,canonical epsilon=1e-12; zero-vector effects retained,"population, time axis then sample/feature mean",128,333,463,562,692,49.5920722082469,6.156307662460865,471.6832418205877,0.5896040522757346,tables/5_seed_review/gate_per_seed.csv,nan,nan
N-MNIST,SNN-DFA,20260901,H1,completed_epoch_100,results/experiment03_soft_spectral/experiment03_20260831_server/checkpoints/full_dense/seed_20260901/epoch_100.pt,554990a77b2d2e8f6498d66d6182e5b9f7b8a61fd2c63c09d3ded066f44b5563,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,magnitude_sparsity,0.25,nan,unscaled,nan,0.25,0.25,False,0.012967864987876,0.0659849309426031,231.3051848491887,1.8057720956052608,0.25,0.25,1e-06,0.0580641590058803,0.1064298067362084,0.204466744449829,0.0039515617074898,0.0,canonical epsilon=1e-12; zero-vector effects retained,"population, time axis then sample/feature mean",128,333,463,562,692,49.61451231868027,6.156409869543874,471.731453652592,0.58966431706574,tables/5_seed_review/gate_per_seed.csv,nan,nan
N-MNIST,SNN-DFA,20260901,H1,completed_epoch_100,results/experiment03_soft_spectral/experiment03_20260831_server/checkpoints/full_dense/seed_20260901/epoch_100.pt,554990a77b2d2e8f6498d66d6182e5b9f7b8a61fd2c63c09d3ded066f44b5563,basis_eval,512,30,800,same_trained_model_and_neuron_coordinates,True,magnitude_sparsity,0.25,nan,global_frobenius_norm_matched,nan,0.25,0.25,True,0.012967864987876,0.0659849309426031,231.1921844482422,1.8057720956052608,0.25,0.25,1e-06,0.0580641590058803,0.1064298067362084,0.204466744449829,0.0039515617074898,0.0,canonical epsilon=1e-12; zero-vector effects retained,"population, time axis then sample/feature mean",128,333,463,562,692,49.61451231868027,6.156409869543874,471.731453652592,0.58966431706574,tables/5_seed_review/gate_per_seed.csv,nan,nan
