dataset,model,method,seed,epoch,probe_split,batch_index,layer,gate_mode,production_delta_relative_error,applied_gate_norm_ratio
nmnist,snn,dfa_trained,20260901,75,basis_eval,1,hidden_3,actual,5.199026276159203e-08,1.0
nmnist,snn,dfa_trained,20260901,75,basis_eval,2,hidden_1,actual,5.1019707569821555e-08,1.0
nmnist,snn,dfa_trained,20260901,75,basis_eval,2,hidden_2,actual,5.0149637331742276e-08,1.0
nmnist,snn,dfa_trained,20260901,75,basis_eval,2,hidden_3,actual,5.070005570928515e-08,1.0
nmnist,snn,dfa_trained,20260901,75,basis_eval,3,hidden_1,actual,5.108579159696092e-08,1.0
nmnist,snn,dfa_trained,20260901,75,basis_eval,3,hidden_2,actual,5.114535994721337e-08,1.0
nmnist,snn,dfa_trained,20260901,75,basis_eval,3,hidden_3,actual,5.2607457945441645e-08,1.0
nmnist,snn,dfa_trained,20260901,100,basis_fit,0,hidden_1,actual,5.0884416680219147e-08,1.0
nmnist,snn,dfa_trained,20260901,100,basis_fit,0,hidden_2,actual,5.175587958206052e-08,1.0
nmnist,snn,dfa_trained,20260901,100,basis_fit,0,hidden_3,actual,5.297166794093756e-08,1.0
nmnist,snn,dfa_trained,20260901,100,basis_fit,1,hidden_1,actual,5.019298043862364e-08,1.0
nmnist,snn,dfa_trained,20260901,100,basis_fit,1,hidden_2,actual,5.262575086817378e-08,1.0
nmnist,snn,dfa_trained,20260901,100,basis_fit,1,hidden_3,actual,4.9956987879795633e-08,1.0
nmnist,snn,dfa_trained,20260901,100,basis_fit,2,hidden_1,actual,5.135716563131609e-08,1.0
nmnist,snn,dfa_trained,20260901,100,basis_fit,2,hidden_2,actual,5.10603044290292e-08,1.0
nmnist,snn,dfa_trained,20260901,100,basis_fit,2,hidden_3,actual,5.1437943682230987e-08,1.0
nmnist,snn,dfa_trained,20260901,100,basis_fit,3,hidden_1,actual,5.250624113273261e-08,1.0
nmnist,snn,dfa_trained,20260901,100,basis_fit,3,hidden_2,actual,5.2645578563215174e-08,1.0
nmnist,snn,dfa_trained,20260901,100,basis_fit,3,hidden_3,actual,5.171625616640085e-08,1.0
nmnist,snn,dfa_trained,20260901,100,basis_eval,0,hidden_1,actual,5.225631127814268e-08,1.0
nmnist,snn,dfa_trained,20260901,100,basis_eval,0,hidden_2,actual,5.0588106148552476e-08,1.0
nmnist,snn,dfa_trained,20260901,100,basis_eval,0,hidden_3,actual,5.1347377905131e-08,1.0
nmnist,snn,dfa_trained,20260901,100,basis_eval,1,hidden_1,actual,5.0202359602735676e-08,1.0
nmnist,snn,dfa_trained,20260901,100,basis_eval,1,hidden_2,actual,5.13687616887637e-08,1.0
nmnist,snn,dfa_trained,20260901,100,basis_eval,1,hidden_3,actual,5.240553946350701e-08,1.0
nmnist,snn,dfa_trained,20260901,100,basis_eval,2,hidden_1,actual,5.1754920349367246e-08,1.0
nmnist,snn,dfa_trained,20260901,100,basis_eval,2,hidden_2,actual,5.0160387843334326e-08,1.0
nmnist,snn,dfa_trained,20260901,100,basis_eval,2,hidden_3,actual,5.053365725871117e-08,1.0
nmnist,snn,dfa_trained,20260901,100,basis_eval,3,hidden_1,actual,5.048928741757664e-08,1.0
nmnist,snn,dfa_trained,20260901,100,basis_eval,3,hidden_2,actual,5.18819724959485e-08,1.0
nmnist,snn,dfa_trained,20260901,100,basis_eval,3,hidden_3,actual,5.0963855358077126e-08,1.0
nmnist,snn,dfa_trained,20260831,0,basis_fit,0,hidden_1,actual,5.2840704256595934e-08,1.0
nmnist,snn,dfa_trained,20260831,0,basis_fit,0,hidden_2,actual,5.132052294243295e-08,1.0
nmnist,snn,dfa_trained,20260831,0,basis_fit,0,hidden_3,actual,5.1396572331441355e-08,1.0
nmnist,snn,dfa_trained,20260831,0,basis_fit,1,hidden_1,actual,5.168607586369944e-08,1.0
nmnist,snn,dfa_trained,20260831,0,basis_fit,1,hidden_2,actual,5.168945449440798e-08,1.0
nmnist,snn,dfa_trained,20260831,0,basis_fit,1,hidden_3,actual,5.136584846354708e-08,1.0
nmnist,snn,dfa_trained,20260831,0,basis_fit,2,hidden_1,actual,5.098024047356376e-08,1.0
nmnist,snn,dfa_trained,20260831,0,basis_fit,2,hidden_2,actual,5.155530402589648e-08,1.0
nmnist,snn,dfa_trained,20260831,0,basis_fit,2,hidden_3,actual,5.157509619380107e-08,1.0
nmnist,snn,dfa_trained,20260831,0,basis_fit,3,hidden_1,actual,5.2531667904531794e-08,1.0
nmnist,snn,dfa_trained,20260831,0,basis_fit,3,hidden_2,actual,5.1532591527347904e-08,1.0
nmnist,snn,dfa_trained,20260831,0,basis_fit,3,hidden_3,actual,5.1465960382302e-08,1.0
nmnist,snn,dfa_trained,20260831,0,basis_eval,0,hidden_1,actual,5.1081446628131744e-08,1.0
nmnist,snn,dfa_trained,20260831,0,basis_eval,0,hidden_2,actual,5.173314221451619e-08,1.0
nmnist,snn,dfa_trained,20260831,0,basis_eval,0,hidden_3,actual,5.147513348902066e-08,1.0
nmnist,snn,dfa_trained,20260831,0,basis_eval,1,hidden_1,actual,5.155795435030087e-08,1.0
nmnist,snn,dfa_trained,20260831,0,basis_eval,1,hidden_2,actual,5.1709498904983775e-08,1.0
nmnist,snn,dfa_trained,20260831,0,basis_eval,1,hidden_3,actual,5.15298097525374e-08,1.0
nmnist,snn,dfa_trained,20260831,0,basis_eval,2,hidden_1,actual,5.27673904571202e-08,1.0
nmnist,snn,dfa_trained,20260831,0,basis_eval,2,hidden_2,actual,5.1598888717308e-08,1.0
nmnist,snn,dfa_trained,20260831,0,basis_eval,2,hidden_3,actual,5.149284376670949e-08,1.0
nmnist,snn,dfa_trained,20260831,0,basis_eval,3,hidden_1,actual,5.107570189011312e-08,1.0
nmnist,snn,dfa_trained,20260831,0,basis_eval,3,hidden_2,actual,5.1669186262870426e-08,1.0
nmnist,snn,dfa_trained,20260831,0,basis_eval,3,hidden_3,actual,5.1531777955915465e-08,1.0
nmnist,snn,dfa_trained,20260831,10,basis_fit,0,hidden_1,actual,5.080086395992112e-08,1.0
nmnist,snn,dfa_trained,20260831,10,basis_fit,0,hidden_2,actual,5.1037659432040534e-08,1.0
nmnist,snn,dfa_trained,20260831,10,basis_fit,0,hidden_3,actual,5.15396649802824e-08,1.0
nmnist,snn,dfa_trained,20260831,10,basis_fit,1,hidden_1,actual,5.1887496965719044e-08,1.0
nmnist,snn,dfa_trained,20260831,10,basis_fit,1,hidden_2,actual,5.064984875957634e-08,1.0
nmnist,snn,dfa_trained,20260831,10,basis_fit,1,hidden_3,actual,5.27059889066095e-08,1.0
nmnist,snn,dfa_trained,20260831,10,basis_fit,2,hidden_1,actual,5.140488568144974e-08,1.0
nmnist,snn,dfa_trained,20260831,10,basis_fit,2,hidden_2,actual,5.1495231190301645e-08,1.0
nmnist,snn,dfa_trained,20260831,10,basis_fit,2,hidden_3,actual,5.2040867615232855e-08,1.0
nmnist,snn,dfa_trained,20260831,10,basis_fit,3,hidden_1,actual,5.028199367984598e-08,1.0
nmnist,snn,dfa_trained,20260831,10,basis_fit,3,hidden_2,actual,5.134617708790756e-08,1.0
nmnist,snn,dfa_trained,20260831,10,basis_fit,3,hidden_3,actual,5.107108336233068e-08,1.0
nmnist,snn,dfa_trained,20260831,10,basis_eval,0,hidden_1,actual,5.1162761138812136e-08,1.0
nmnist,snn,dfa_trained,20260831,10,basis_eval,0,hidden_2,actual,5.190901930518521e-08,1.0
nmnist,snn,dfa_trained,20260831,10,basis_eval,0,hidden_3,actual,5.210796416577068e-08,1.0
nmnist,snn,dfa_trained,20260831,10,basis_eval,1,hidden_1,actual,5.189432528140969e-08,1.0
nmnist,snn,dfa_trained,20260831,10,basis_eval,1,hidden_2,actual,5.0914174209992786e-08,1.0
nmnist,snn,dfa_trained,20260831,10,basis_eval,1,hidden_3,actual,5.2069680123167934e-08,1.0
nmnist,snn,dfa_trained,20260831,10,basis_eval,2,hidden_1,actual,5.1810573609145656e-08,1.0
nmnist,snn,dfa_trained,20260831,10,basis_eval,2,hidden_2,actual,5.1836231307333946e-08,1.0
nmnist,snn,dfa_trained,20260831,10,basis_eval,2,hidden_3,actual,5.197224695052682e-08,1.0
nmnist,snn,dfa_trained,20260831,10,basis_eval,3,hidden_1,actual,5.163234462202127e-08,1.0
nmnist,snn,dfa_trained,20260831,10,basis_eval,3,hidden_2,actual,5.0890246683366065e-08,1.0
nmnist,snn,dfa_trained,20260831,10,basis_eval,3,hidden_3,actual,5.2794145943835253e-08,1.0
nmnist,snn,dfa_trained,20260831,25,basis_fit,0,hidden_1,actual,5.140005399084657e-08,1.0
nmnist,snn,dfa_trained,20260831,25,basis_fit,0,hidden_2,actual,5.1409095647159126e-08,1.0
nmnist,snn,dfa_trained,20260831,25,basis_fit,0,hidden_3,actual,5.328176655439165e-08,1.0
nmnist,snn,dfa_trained,20260831,25,basis_fit,1,hidden_1,actual,5.1934232914163665e-08,1.0
nmnist,snn,dfa_trained,20260831,25,basis_fit,1,hidden_2,actual,5.2211049705874764e-08,1.0
nmnist,snn,dfa_trained,20260831,25,basis_fit,1,hidden_3,actual,5.17919964693192e-08,1.0
nmnist,snn,dfa_trained,20260831,25,basis_fit,2,hidden_1,actual,5.114383228033149e-08,1.0
nmnist,snn,dfa_trained,20260831,25,basis_fit,2,hidden_2,actual,5.1438810544368614e-08,1.0
nmnist,snn,dfa_trained,20260831,25,basis_fit,2,hidden_3,actual,5.07352062584232e-08,1.0
nmnist,snn,dfa_trained,20260831,25,basis_fit,3,hidden_1,actual,5.3846537895196895e-08,1.0
nmnist,snn,dfa_trained,20260831,25,basis_fit,3,hidden_2,actual,5.1614534868349444e-08,1.0
nmnist,snn,dfa_trained,20260831,25,basis_fit,3,hidden_3,actual,5.09185618113861e-08,1.0
nmnist,snn,dfa_trained,20260831,25,basis_eval,0,hidden_1,actual,5.0984059640768464e-08,1.0
nmnist,snn,dfa_trained,20260831,25,basis_eval,0,hidden_2,actual,5.0613170543556414e-08,1.0
nmnist,snn,dfa_trained,20260831,25,basis_eval,0,hidden_3,actual,5.2223430913045377e-08,1.0
nmnist,snn,dfa_trained,20260831,25,basis_eval,1,hidden_1,actual,5.209103903780488e-08,1.0
nmnist,snn,dfa_trained,20260831,25,basis_eval,1,hidden_2,actual,5.178662831895053e-08,1.0
nmnist,snn,dfa_trained,20260831,25,basis_eval,1,hidden_3,actual,5.0045514399243984e-08,1.0
nmnist,snn,dfa_trained,20260831,25,basis_eval,2,hidden_1,actual,5.0861174827332434e-08,1.0
nmnist,snn,dfa_trained,20260831,25,basis_eval,2,hidden_2,actual,5.2060890709526575e-08,1.0
nmnist,snn,dfa_trained,20260831,25,basis_eval,2,hidden_3,actual,4.956165255975976e-08,1.0
nmnist,snn,dfa_trained,20260831,25,basis_eval,3,hidden_1,actual,5.2458887012107886e-08,1.0
nmnist,snn,dfa_trained,20260831,25,basis_eval,3,hidden_2,actual,5.2499562031016473e-08,1.0
nmnist,snn,dfa_trained,20260831,25,basis_eval,3,hidden_3,actual,5.2039421660765584e-08,1.0
nmnist,snn,dfa_trained,20260831,50,basis_fit,0,hidden_1,actual,5.137155412171524e-08,1.0
nmnist,snn,dfa_trained,20260831,50,basis_fit,0,hidden_2,actual,5.1621825036818336e-08,1.0
nmnist,snn,dfa_trained,20260831,50,basis_fit,0,hidden_3,actual,5.2364494962375836e-08,1.0
nmnist,snn,dfa_trained,20260831,50,basis_fit,1,hidden_1,actual,5.0345835944654034e-08,1.0
nmnist,snn,dfa_trained,20260831,50,basis_fit,1,hidden_2,actual,5.049814788549156e-08,1.0
nmnist,snn,dfa_trained,20260831,50,basis_fit,1,hidden_3,actual,5.140147507631809e-08,1.0
nmnist,snn,dfa_trained,20260831,50,basis_fit,2,hidden_1,actual,5.1589811533858665e-08,1.0
nmnist,snn,dfa_trained,20260831,50,basis_fit,2,hidden_2,actual,4.867167646693815e-08,1.0
nmnist,snn,dfa_trained,20260831,50,basis_fit,2,hidden_3,actual,5.034027950046038e-08,1.0
nmnist,snn,dfa_trained,20260831,50,basis_fit,3,hidden_1,actual,5.1799180056377736e-08,1.0
nmnist,snn,dfa_trained,20260831,50,basis_fit,3,hidden_2,actual,5.1563766589879385e-08,1.0
nmnist,snn,dfa_trained,20260831,50,basis_fit,3,hidden_3,actual,5.197733443651487e-08,1.0
nmnist,snn,dfa_trained,20260831,50,basis_eval,0,hidden_1,actual,5.06330302130209e-08,1.0
nmnist,snn,dfa_trained,20260831,50,basis_eval,0,hidden_2,actual,5.1309225312934366e-08,1.0
nmnist,snn,dfa_trained,20260831,50,basis_eval,0,hidden_3,actual,5.1256549227218784e-08,1.0
nmnist,snn,dfa_trained,20260831,50,basis_eval,1,hidden_1,actual,5.195762398102489e-08,1.0
nmnist,snn,dfa_trained,20260831,50,basis_eval,1,hidden_2,actual,5.1315510063432164e-08,1.0
nmnist,snn,dfa_trained,20260831,50,basis_eval,1,hidden_3,actual,5.143745696045698e-08,1.0
nmnist,snn,dfa_trained,20260831,50,basis_eval,2,hidden_1,actual,5.2436998743132797e-08,1.0
nmnist,snn,dfa_trained,20260831,50,basis_eval,2,hidden_2,actual,5.1464482453411626e-08,1.0
nmnist,snn,dfa_trained,20260831,50,basis_eval,2,hidden_3,actual,5.3368303554179874e-08,1.0
nmnist,snn,dfa_trained,20260831,50,basis_eval,3,hidden_1,actual,5.28321955073352e-08,1.0
nmnist,snn,dfa_trained,20260831,50,basis_eval,3,hidden_2,actual,4.991839475110282e-08,1.0
nmnist,snn,dfa_trained,20260831,50,basis_eval,3,hidden_3,actual,5.0343341939651516e-08,1.0
nmnist,snn,dfa_trained,20260831,75,basis_fit,0,hidden_1,actual,5.0261096617987284e-08,1.0
nmnist,snn,dfa_trained,20260831,75,basis_fit,0,hidden_2,actual,5.325335195038861e-08,1.0
nmnist,snn,dfa_trained,20260831,75,basis_fit,0,hidden_3,actual,5.132038793931316e-08,1.0
nmnist,snn,dfa_trained,20260831,75,basis_fit,1,hidden_1,actual,5.0218748270935976e-08,1.0
nmnist,snn,dfa_trained,20260831,75,basis_fit,1,hidden_2,actual,5.1607567996825316e-08,1.0
nmnist,snn,dfa_trained,20260831,75,basis_fit,1,hidden_3,actual,5.1584496674195186e-08,1.0
nmnist,snn,dfa_trained,20260831,75,basis_fit,2,hidden_1,actual,5.2773614811485465e-08,1.0
nmnist,snn,dfa_trained,20260831,75,basis_fit,2,hidden_2,actual,4.914631190899854e-08,1.0
nmnist,snn,dfa_trained,20260831,75,basis_fit,2,hidden_3,actual,5.0958991693050855e-08,1.0
nmnist,snn,dfa_trained,20260831,75,basis_fit,3,hidden_1,actual,5.168636718622111e-08,1.0
nmnist,snn,dfa_trained,20260831,75,basis_fit,3,hidden_2,actual,5.0755129876733924e-08,1.0
nmnist,snn,dfa_trained,20260831,75,basis_fit,3,hidden_3,actual,5.216950782482854e-08,1.0
nmnist,snn,dfa_trained,20260831,75,basis_eval,0,hidden_1,actual,5.112875456347865e-08,1.0
nmnist,snn,dfa_trained,20260831,75,basis_eval,0,hidden_2,actual,5.2034906161679835e-08,1.0
nmnist,snn,dfa_trained,20260831,75,basis_eval,0,hidden_3,actual,5.2036860154203175e-08,1.0
nmnist,snn,dfa_trained,20260831,75,basis_eval,1,hidden_1,actual,5.1810964407650324e-08,1.0
nmnist,snn,dfa_trained,20260831,75,basis_eval,1,hidden_2,actual,5.197168206905189e-08,1.0
nmnist,snn,dfa_trained,20260831,75,basis_eval,1,hidden_3,actual,5.056751462007014e-08,1.0
nmnist,snn,dfa_trained,20260831,75,basis_eval,2,hidden_1,actual,5.1203667084109845e-08,1.0
nmnist,snn,dfa_trained,20260831,75,basis_eval,2,hidden_2,actual,5.1305171666626854e-08,1.0
nmnist,snn,dfa_trained,20260831,75,basis_eval,2,hidden_3,actual,5.261174251813827e-08,1.0
nmnist,snn,dfa_trained,20260831,75,basis_eval,3,hidden_1,actual,5.003708025697051e-08,1.0
nmnist,snn,dfa_trained,20260831,75,basis_eval,3,hidden_2,actual,5.248794110457312e-08,1.0
nmnist,snn,dfa_trained,20260831,75,basis_eval,3,hidden_3,actual,5.1765152164762185e-08,1.0
nmnist,snn,dfa_trained,20260831,100,basis_fit,0,hidden_1,actual,5.1331120687336806e-08,1.0
nmnist,snn,dfa_trained,20260831,100,basis_fit,0,hidden_2,actual,5.0737341439344164e-08,1.0
nmnist,snn,dfa_trained,20260831,100,basis_fit,0,hidden_3,actual,5.108671530251741e-08,1.0
nmnist,snn,dfa_trained,20260831,100,basis_fit,1,hidden_1,actual,5.0081045088745675e-08,1.0
nmnist,snn,dfa_trained,20260831,100,basis_fit,1,hidden_2,actual,5.036305950056885e-08,1.0
nmnist,snn,dfa_trained,20260831,100,basis_fit,1,hidden_3,actual,5.0629541448188327e-08,1.0
nmnist,snn,dfa_trained,20260831,100,basis_fit,2,hidden_1,actual,5.054801732740089e-08,1.0
nmnist,snn,dfa_trained,20260831,100,basis_fit,2,hidden_2,actual,4.979180445729981e-08,1.0
nmnist,snn,dfa_trained,20260831,100,basis_fit,2,hidden_3,actual,5.18047826858492e-08,1.0
nmnist,snn,dfa_trained,20260831,100,basis_fit,3,hidden_1,actual,5.0719879851612866e-08,1.0
nmnist,snn,dfa_trained,20260831,100,basis_fit,3,hidden_2,actual,5.144729442463358e-08,1.0
nmnist,snn,dfa_trained,20260831,100,basis_fit,3,hidden_3,actual,5.133491498554577e-08,1.0
nmnist,snn,dfa_trained,20260831,100,basis_eval,0,hidden_1,actual,5.166591066085857e-08,1.0
nmnist,snn,dfa_trained,20260831,100,basis_eval,0,hidden_2,actual,5.2047578691372116e-08,1.0
nmnist,snn,dfa_trained,20260831,100,basis_eval,0,hidden_3,actual,5.10032940326255e-08,1.0
nmnist,snn,dfa_trained,20260831,100,basis_eval,1,hidden_1,actual,5.1737746531443924e-08,1.0
nmnist,snn,dfa_trained,20260831,100,basis_eval,1,hidden_2,actual,5.2299704123015545e-08,1.0
nmnist,snn,dfa_trained,20260831,100,basis_eval,1,hidden_3,actual,5.147741433120245e-08,1.0
nmnist,snn,dfa_trained,20260831,100,basis_eval,2,hidden_1,actual,5.111911605126807e-08,1.0
nmnist,snn,dfa_trained,20260831,100,basis_eval,2,hidden_2,actual,5.061455254917747e-08,1.0
nmnist,snn,dfa_trained,20260831,100,basis_eval,2,hidden_3,actual,5.1349420715496314e-08,1.0
nmnist,snn,dfa_trained,20260831,100,basis_eval,3,hidden_1,actual,5.2183857235377224e-08,1.0
nmnist,snn,dfa_trained,20260831,100,basis_eval,3,hidden_2,actual,5.2178343423747726e-08,1.0
nmnist,snn,dfa_trained,20260831,100,basis_eval,3,hidden_3,actual,5.0178769583908434e-08,1.0
